task,optimizer,seed,budget,method,epoch,hidden_cosine,gradient_norm_ratio,projected_step_cosine,first_order_descent,clipped_fraction,minibatch_loss_change
nonlinear,adam,2100,8,alm,2,0.871080282575235,0.3589589607719828,0.5621962438480639,0.08805189018007602,0.029970029970029972,-0.007186428365474284
nonlinear,adam,2100,8,alm,3,0.8670430581278543,0.3649656924133605,0.5301473223287368,0.0522529556943079,0.04195804195804196,-0.004271820905475093
nonlinear,adam,2100,8,alm,4,0.8150016693032507,0.41902801378664833,0.5373227894193736,0.03314052505501666,0.04995004995004995,-0.0027143422988449017
nonlinear,adam,2100,8,alm,5,0.8452730413002937,0.40694928714918627,0.5144950818135887,0.02667295132293233,0.05194805194805195,-0.002189267413963622
nonlinear,adam,2100,8,alm,6,0.848495332330612,0.4444775349999551,0.49333713127768797,0.019331062195988694,0.052947052947052944,-0.001591467504850702
nonlinear,adam,2100,8,alm,7,0.8594748410751017,0.47111682201861366,0.48624015717198904,0.014792597923038718,0.058941058941058944,-0.0012202822367190225
nonlinear,adam,2100,8,alm,8,0.8251537569695332,0.4157501708678516,0.4581821864676268,0.013013406646482494,0.061938061938061936,-0.0010760257689137742
nonlinear,adam,2100,8,alm,9,0.8702119463398615,0.4137605683250945,0.387049664472362,0.010352933656430176,0.061938061938061936,-0.0008565082074593056
nonlinear,adam,2100,8,alm,10,0.8225706773646687,0.4117693548549165,0.43599977794092565,0.008890530866744658,0.06293706293706294,-0.0007364450160663588
nonlinear,adam,2100,8,alm_bp_norm,1,0.9535470655219349,1.0,0.5886568149912738,0.14230560648189472,0.015984015984015984,-0.011633257228915228
nonlinear,adam,2100,8,alm_bp_norm,2,0.9559887359227643,1.0,0.5631468786705462,0.08671286197450809,0.029970029970029972,-0.007079935253557185
nonlinear,adam,2100,8,alm_bp_norm,3,0.9573263468547882,0.9999999999999999,0.532770603095859,0.05136015960705402,0.04195804195804196,-0.004201872057092382
nonlinear,adam,2100,8,alm_bp_norm,4,0.9389275172358434,1.0,0.5417966040835914,0.03267709300406441,0.04895104895104895,-0.002678943339438619
nonlinear,adam,2100,8,alm_bp_norm,5,0.9512037681430696,0.9999999999999998,0.5188612654115858,0.026361455777692656,0.052947052947052944,-0.0021657475722309943
nonlinear,adam,2100,8,alm_bp_norm,6,0.9454835294760885,1.0,0.4956334133679354,0.01923920743030933,0.052947052947052944,-0.001584713604713392
nonlinear,adam,2100,8,alm_bp_norm,7,0.9616102513161844,1.0000000000000002,0.48593022709889416,0.014714192501289088,0.056943056943056944,-0.0012140452047805506
nonlinear,adam,2100,8,alm_bp_norm,8,0.9501899339514704,1.0,0.4629352194971352,0.013014073553739259,0.06493506493506493,-0.00107620803319243
nonlinear,adam,2100,8,alm_bp_norm,9,0.9535545445217374,0.9999999999999999,0.38723602187075185,0.010340972516617603,0.061938061938061936,-0.0008556587035905769
nonlinear,adam,2100,8,alm_bp_norm,10,0.9472133712162111,1.0000000000000002,0.4433237225729521,0.00892084896031729,0.06493506493506493,-0.0007391088881226748
nonlinear,adam,2100,8,bp_alm_norm,1,0.9292986537141642,0.35391405939583986,0.6452779571558068,0.14430842299848956,0.017982017982017984,-0.011693485808118687
nonlinear,adam,2100,8,bp_alm_norm,2,0.9273392071597387,0.41237347030751287,0.6113830168273673,0.08794835490979697,0.026973026973026972,-0.007161916698580767
nonlinear,adam,2100,8,bp_alm_norm,3,0.9287838806827602,0.44592402671391823,0.5944616872958637,0.05278896024460604,0.04195804195804196,-0.004308231224398024
nonlinear,adam,2100,8,bp_alm_norm,4,0.9038771695718972,0.5347681893636435,0.6175217218768211,0.03426834788916378,0.05194805194805195,-0.0028024036373636985
nonlinear,adam,2100,8,bp_alm_norm,5,0.9167946686728475,0.5130382936587772,0.5745557962569223,0.026740403917549047,0.055944055944055944,-0.002190965242661158
nonlinear,adam,2100,8,bp_alm_norm,6,0.9230065607105652,0.5348426397124502,0.5694015558476595,0.020213432644818227,0.055944055944055944,-0.0016606796468877916
nonlinear,adam,2100,8,bp_alm_norm,7,0.9173302262130686,0.55456809424969,0.5517666771548511,0.014760641842679917,0.060939060939060936,-0.001215525085154115
nonlinear,adam,2100,8,bp_alm_norm,8,0.8870374105125335,0.511430286688543,0.5348212032428972,0.01236448268163811,0.06793206793206794,-0.0010209794849834197
nonlinear,adam,2100,8,bp_alm_norm,9,0.9217613517889528,0.5055936404011148,0.4587618129773831,0.01002682321298547,0.06693306693306693,-0.0008292837638754769
nonlinear,adam,2100,8,bp_alm_norm,10,0.8795913759112988,0.523609474151014,0.5250919993002374,0.008337279474288185,0.06693306693306693,-0.0006902832470279743
nonlinear,adam,2100,8,damped_alm,1,0.8786597649742539,0.3086961780189913,0.586193884934932,0.14274703448878923,0.015984015984015984,-0.011670121661872312
nonlinear,adam,2100,8,damped_alm,2,0.8689587593693989,0.3427062720381855,0.5611613237707566,0.08817429253661299,0.029970029970029972,-0.007196837340366413
nonlinear,adam,2100,8,damped_alm,3,0.8650479336253125,0.34898321736305643,0.5287662885679993,0.05231497830444244,0.04195804195804196,-0.004276945129763732
nonlinear,adam,2100,8,damped_alm,4,0.8129000915117114,0.4063704385140267,0.5360142274230145,0.03318296733820014,0.05094905094905095,-0.002717856152988113
nonlinear,adam,2100,8,damped_alm,5,0.8431292696321998,0.39327522719514224,0.5126683078421218,0.026694598244042446,0.052947052947052944,-0.0021911082641093566
nonlinear,adam,2100,8,damped_alm,6,0.8462026335085121,0.43165141809273355,0.4911257760955837,0.019314705800694658,0.052947052947052944,-0.001590175459505988
nonlinear,adam,2100,8,damped_alm,7,0.8576703913798155,0.4588772278817752,0.48517076442961543,0.014803050949738134,0.058941058941058944,-0.0012211735659009015
nonlinear,adam,2100,8,damped_alm,8,0.8233391893661229,0.40347733547215636,0.4570211669537849,0.013029932028598071,0.06293706293706294,-0.0010774122102166078
nonlinear,adam,2100,8,damped_alm,9,0.868147018118722,0.3984462516265613,0.38593010955737744,0.010370638271069266,0.06293706293706294,-0.000857990995978157
nonlinear,adam,2100,8,damped_alm,10,0.8209028825206036,0.3982538676552574,0.4347771164433211,0.008915628013106238,0.06293706293706294,-0.0007385355897791476
nonlinear,adam,2101,8,bp,1,1.0,1.0,0.6584888102828308,0.20557939261179312,0.02097902097902098,-0.016807712854664925
nonlinear,adam,2101,8,bp,2,0.9999999999999999,1.0,0.65877716213269,0.12462601256613401,0.03796203796203796,-0.010196913840653687
nonlinear,adam,2101,8,bp,3,1.0000000000000002,1.0,0.6318788139893247,0.09802467009226556,0.04895104895104895,-0.008036993348324029
nonlinear,adam,2101,8,bp,4,0.9999999999999999,1.0,0.6470413506814935,0.0681448283291938,0.060939060939060936,-0.005601095537005107
nonlinear,adam,2101,8,bp,5,1.0,1.0,0.6644551585304006,0.05361397661156968,0.06993006993006994,-0.004416317478416587
nonlinear,adam,2101,8,bp,6,1.0,1.0,0.6136099246732277,0.04194445479522409,0.07392607392607392,-0.0034567133274845674
nonlinear,adam,2101,8,bp,7,1.0,1.0,0.6433379573786743,0.03708099880912444,0.07392607392607392,-0.003062962509940481
nonlinear,adam,2101,8,bp,8,1.0,1.0,0.6343475490471493,0.028123789700080434,0.07192807192807193,-0.0023255292126781874
nonlinear,adam,2101,8,bp,9,1.0,1.0,0.665296260011629,0.02569957791060889,0.07192807192807193,-0.0021256022200037555
nonlinear,adam,2101,8,bp,10,1.0,1.0,0.593020186993888,0.021573870933821564,0.06993006993006994,-0.0017845781854524678
nonlinear,adam,2101,8,pc,1,0.8683036374162291,0.23687354268925462,0.5505630654078714,0.1965944729182457,0.01998001998001998,-0.01620327930618143
nonlinear,adam,2101,8,pc,2,0.8443260973508737,0.27505091308048607,0.5876114743891461,0.1383052493212438,0.03396603396603397,-0.011368394480350041
nonlinear,adam,2101,8,pc,3,0.8269200683898067,0.24290261291788934,0.5283234547865707,0.11560364853426243,0.04395604395604396,-0.009514184293743178
nonlinear,adam,2101,8,pc,4,0.8430349470157963,0.36477109888416653,0.586061539334255,0.07640648366360656,0.058941058941058944,-0.0062780659095002245
nonlinear,adam,2101,8,pc,5,0.7795355443476406,0.33341623826011063,0.5567531848510321,0.05897459461688212,0.06593406593406594,-0.004853175188746728
nonlinear,adam,2101,8,pc,6,0.7786882448430109,0.3894543158156043,0.5173766876543362,0.04327633626925829,0.07092907092907093,-0.0035597369902870546
nonlinear,adam,2101,8,pc,7,0.8128779080879682,0.5346576297113371,0.5702253822857757,0.03216542395762027,0.07492507492507493,-0.00265361883139531
nonlinear,adam,2101,8,pc,8,0.7920473524321988,0.4752280000803141,0.5356384614566955,0.026455022771982025,0.07692307692307693,-0.0021858795811857262
nonlinear,adam,2101,8,pc,9,0.7754832298686308,0.49063696359359005,0.553683844680232,0.024390691291003245,0.07592407592407592,-0.002016342872318555
nonlinear,adam,2101,8,pc,10,0.779456587722788,0.46693094665176565,0.48146924355345044,0.018657279592735547,0.07592407592407592,-0.001543265687123055
nonlinear,adam,2101,8,alm,1,0.8682562108119792,0.29976258541873246,0.5578801488229179,0.1974687836107697,0.01898101898101898,-0.016269637419750016
nonlinear,adam,2101,8,alm,2,0.8570863466130431,0.33075729769527795,0.589727911880722,0.1372034334193448,0.03296703296703297,-0.011274796006218502
nonlinear,adam,2101,8,alm,3,0.8421236245824205,0.2950364386422922,0.5322565257052289,0.11433636916905922,0.04395604395604396,-0.009407005856541584
nonlinear,adam,2101,8,alm,4,0.8581008360637322,0.41218153419450326,0.5800978210706228,0.07516999276896318,0.056943056943056944,-0.006174209312825862
nonlinear,adam,2101,8,alm,5,0.8001282088876134,0.3771320760030938,0.5597109675182798,0.05784066952097899,0.06393606393606394,-0.004758950389413347
nonlinear,adam,2101,8,alm,6,0.7995029784934701,0.43326782509731987,0.5217319586626483,0.04231011450430234,0.06893106893106893,-0.0034797166772376764
nonlinear,adam,2101,8,alm,7,0.8261993987568778,0.5636917200467307,0.5605007637769187,0.032009734371630974,0.07192807192807193,-0.002641154241286525
nonlinear,adam,2101,8,alm,8,0.8194447029021303,0.522607576143955,0.5470901713612093,0.026429441090300525,0.07692307692307693,-0.002183727930625101
nonlinear,adam,2101,8,alm,9,0.8039514042229673,0.5378264343647857,0.5665550378721915,0.02453787818195457,0.07892107892107893,-0.002028878543620563
nonlinear,adam,2101,8,alm,10,0.7999469042904952,0.5018572125253528,0.48878478176236634,0.018980536710491235,0.07992007992007992,-0.0015702484313460385
nonlinear,adam,2101,8,alm_bp_norm,1,0.943356915852571,0.9999999999999998,0.5584358430594502,0.19690593429251893,0.017982017982017984,-0.01622406696447909
nonlinear,adam,2101,8,alm_bp_norm,2,0.9530280717772037,1.0,0.591318203518072,0.1361776543687951,0.03396603396603397,-0.01119052618886096
nonlinear,adam,2101,8,alm_bp_norm,3,0.9554357222990107,0.9999999999999999,0.5370478946555264,0.11342657684266855,0.04495504495504495,-0.00933083736249013
nonlinear,adam,2101,8,alm_bp_norm,4,0.9421717879900404,1.0,0.5823917319793614,0.07295058071222477,0.057942057942057944,-0.00599196519365236
nonlinear,adam,2101,8,alm_bp_norm,5,0.9410483328262126,1.0,0.5686321643978746,0.05544854437190028,0.06493506493506493,-0.0045625256948709225
nonlinear,adam,2101,8,alm_bp_norm,6,0.9343325572881019,1.0000000000000002,0.5291500593916816,0.03983529071616741,0.06693306693306693,-0.0032786310633236004
nonlinear,adam,2101,8,alm_bp_norm,7,0.9426456839758504,0.9999999999999999,0.562147731656532,0.02936189755824338,0.07392607392607392,-0.002425211417988904
nonlinear,adam,2101,8,alm_bp_norm,8,0.9562715876999354,1.0,0.5554263644413041,0.0241669736543521,0.07392607392607392,-0.001999267481234482
nonlinear,adam,2101,8,alm_bp_norm,9,0.9535609258158048,0.9999999999999998,0.5821092589763809,0.022771013408623586,0.08191808191808192,-0.0018859531852346012
nonlinear,adam,2101,8,alm_bp_norm,10,0.9425451788200192,1.0000000000000002,0.5090968226873755,0.018525194357072724,0.07992007992007992,-0.001535051600048784
nonlinear,adam,2101,8,bp_alm_norm,1,0.9282167152537274,0.33283857485673735,0.6598554707934897,0.20773156175998495,0.02097902097902098,-0.016979582217782507
nonlinear,adam,2101,8,bp_alm_norm,2,0.9058558912183666,0.4027069802085201,0.6606825832935216,0.12824738898693686,0.03796203796203796,-0.010485502986095796
nonlinear,adam,2101,8,bp_alm_norm,3,0.8895416192194106,0.4104665261240764,0.6341203055348442,0.10163604164386544,0.04995004995004995,-0.00832370883479705
nonlinear,adam,2101,8,bp_alm_norm,4,0.9158654011956398,0.5291137137448575,0.6505765745355171,0.07156699830905887,0.061938061938061936,-0.005875873178599111
nonlinear,adam,2101,8,bp_alm_norm,5,0.8661343547743637,0.5374847810381834,0.6660163936044038,0.05616951652133717,0.07192807192807193,-0.004622842209185712
nonlinear,adam,2101,8,bp_alm_norm,6,0.8683291307015931,0.5837798995627399,0.6096483641170867,0.04358448270239241,0.07392607392607392,-0.0035867637377232087
nonlinear,adam,2101,8,bp_alm_norm,7,0.8790438524375866,0.6394593109218416,0.6407716454578238,0.038613633827849325,0.07192807192807193,-0.003184242614466315
nonlinear,adam,2101,8,bp_alm_norm,8,0.8649956981278268,0.6134435821627442,0.6227246317989045,0.028580582322606393,0.07392607392607392,-0.0023603022136010343
nonlinear,adam,2101,8,bp_alm_norm,9,0.8667601630310175,0.6384072771731855,0.6486007098661783,0.025358580675447336,0.07392607392607392,-0.0020948217244915746
nonlinear,adam,2101,8,bp_alm_norm,10,0.8458037263056959,0.5763452415327542,0.5651697676376521,0.020401290711717913,0.07092907092907093,-0.0016853219523445678
nonlinear,adam,2101,8,damped_alm,1,0.868553979960364,0.2847915403996488,0.5564101352903018,0.1971644688423252,0.01998001998001998,-0.016246319059495362
nonlinear,adam,2101,8,damped_alm,2,0.8562809335769627,0.31754052045267894,0.5889689942224294,0.1373653183252763,0.03396603396603397,-0.011289136385401577
nonlinear,adam,2101,8,damped_alm,3,0.8417409277036803,0.2825180636688196,0.5308622187949122,0.11462518147082654,0.04195804195804196,-0.00943150745645116
nonlinear,adam,2101,8,damped_alm,4,0.8557520704718302,0.400501810972688,0.5803389246147929,0.07545248053241799,0.057942057942057944,-0.0061980983907966025
nonlinear,adam,2101,8,damped_alm,5,0.798287922880737,0.36639784359971533,0.5580917953984655,0.058077251484125195,0.06393606393606394,-0.004778736234815534
nonlinear,adam,2101,8,damped_alm,6,0.7969260047944936,0.42246097854485726,0.5200603534867624,0.042542679241580214,0.06793206793206794,-0.0034990070706830134
nonlinear,adam,2101,8,damped_alm,7,0.82455144777719,0.55576898910397,0.5609419802145522,0.03204496034939528,0.07192807192807193,-0.0026440572645261284
nonlinear,adam,2101,8,damped_alm,8,0.8165527950814057,0.5119745861085321,0.545033942043612,0.026458376062407203,0.07592407592407592,-0.0021860716393017066
nonlinear,adam,2101,8,damped_alm,9,0.8006667493247448,0.5275011145817272,0.5647718400194324,0.024521404081212367,0.07992007992007992,-0.0020274481105769793
nonlinear,adam,2101,8,damped_alm,10,0.7981425915915744,0.4939982071731775,0.4874160967672517,0.018930703368100547,0.07992007992007992,-0.001566094603399501
nonlinear,sgd,2100,8,bp,1,1.0,1.0,0.9999736375174123,0.045763267661126386,0.000999000999000999,-0.0037955982418114154
nonlinear,sgd,2100,8,bp,2,1.0,1.0,0.9973306302134936,0.03942571496963168,0.002997002997002997,-0.0032659342418553394
nonlinear,sgd,2100,8,bp,3,1.0000000000000002,1.0,0.9951907583788472,0.031421233793462316,0.002997002997002997,-0.0026048332346663705
nonlinear,sgd,2100,8,bp,4,0.9999999999999999,1.0,0.9782874676916694,0.0230517024448803,0.007992007992007992,-0.0019123672939052039
nonlinear,sgd,2100,8,bp,5,0.9999999999999999,1.0,0.9769645608706102,0.023277496503728734,0.008991008991008992,-0.001932428795929808
nonlinear,sgd,2100,8,bp,6,1.0000000000000002,1.0,0.9803031335703974,0.020285382627352095,0.008991008991008992,-0.0016835970626061791
nonlinear,sgd,2100,8,bp,7,1.0000000000000002,1.0,0.9814323282836959,0.021462400212120016,0.006993006993006993,-0.0017792422729024648
nonlinear,sgd,2100,8,bp,8,1.0,1.0,0.9814107849444011,0.017441156910203696,0.007992007992007992,-0.0014471531902352786
nonlinear,sgd,2100,8,bp,9,1.0,1.0,0.9749558563132934,0.017228987456073912,0.01098901098901099,-0.001429151843759302
nonlinear,sgd,2100,8,bp,10,1.0,1.0,0.9764284604478435,0.017138618820037862,0.01098901098901099,-0.0014213046560623832
nonlinear,sgd,2100,8,pc,1,0.8728510994287118,0.23404188208234714,0.6898413845560382,0.00819466192870155,0.0,-0.0006825086471193287
nonlinear,sgd,2100,8,pc,2,0.8690172166746611,0.2416855503859332,0.6876808658473592,0.008567583569063052,0.000999000999000999,-0.0007134399594507235
nonlinear,sgd,2100,8,pc,3,0.8637881877749894,0.2303124319194195,0.6826487159755643,0.007137911474292782,0.001998001998001998,-0.0005944584379384277
nonlinear,sgd,2100,8,pc,4,0.864809357836968,0.2549855074214888,0.6827955246899233,0.007024796566285945,0.001998001998001998,-0.0005849493103136649
nonlinear,sgd,2100,8,pc,5,0.8595123050546061,0.2573940753478153,0.6730037228702621,0.007042247430484369,0.001998001998001998,-0.0005864662048779001
nonlinear,sgd,2100,8,pc,6,0.8681836255692216,0.25224819303572155,0.6803879834172024,0.0071148338973450265,0.001998001998001998,-0.0005925194656600796
nonlinear,sgd,2100,8,pc,7,0.8709408788878465,0.22215309579302203,0.6942999408643294,0.009106127266708706,0.001998001998001998,-0.0007582440815834812
nonlinear,sgd,2100,8,pc,8,0.8504702696710353,0.23246900569352294,0.6719773701636698,0.007223552161101582,0.001998001998001998,-0.0006015243144041893
nonlinear,sgd,2100,8,pc,9,0.88017494718615,0.22825224551728313,0.6953618218973374,0.007590078267720473,0.002997002997002997,-0.000632117651745645
nonlinear,sgd,2100,8,pc,10,0.8700378222120863,0.21494812339138442,0.6895965739186656,0.008450333139139217,0.002997002997002997,-0.0007036973351332021
nonlinear,sgd,2100,8,alm,1,0.8818855214700083,0.3096033254836365,0.8101276704960216,0.012621474821540083,0.0,-0.0010509400779965539
nonlinear,sgd,2100,8,alm,2,0.880119145280902,0.3179079550154337,0.8081241824581615,0.012977198238251355,0.000999000999000999,-0.0010801656114345914
nonlinear,sgd,2100,8,alm,3,0.8728913259548484,0.30525172479731916,0.8012166089653971,0.010827251995717841,0.001998001998001998,-0.0009014085942262717
nonlinear,sgd,2100,8,alm,4,0.8725612119008204,0.3260720240414335,0.7990174469591007,0.010020551046610243,0.001998001998001998,-0.0008341180318661712
nonlinear,sgd,2100,8,alm,5,0.8693699974348577,0.3282445559892408,0.7911508507039978,0.010105084310764748,0.000999000999000999,-0.0008413109996177059
nonlinear,sgd,2100,8,alm,6,0.8774036400794392,0.32688168314922794,0.8007108581868143,0.010168481470794959,0.001998001998001998,-0.0008465667372603014
nonlinear,sgd,2100,8,alm,7,0.8804782252994703,0.30518092373466016,0.8114138480143935,0.013153017313349254,0.003996003996003996,-0.0010946039168665544
nonlinear,sgd,2100,8,alm,8,0.8589795043781365,0.30923027942386555,0.7879597742314511,0.010184227864541397,0.001998001998001998,-0.0008477220892733617
nonlinear,sgd,2100,8,alm,9,0.8883588466412765,0.3121897887045266,0.8140841416086602,0.010994097122078174,0.004995004995004995,-0.0009152137590374698
nonlinear,sgd,2100,8,alm,10,0.8751105853472326,0.2950658926759628,0.8025303577080083,0.01197182572657807,0.004995004995004995,-0.0009965088879821948
nonlinear,sgd,2100,8,alm_bp_norm,1,0.9497980583538322,1.0,0.9158367663310966,0.04289718948286742,0.000999000999000999,-0.0035641592929772647
nonlinear,sgd,2100,8,alm_bp_norm,2,0.948205515984037,0.9999999999999999,0.9244196745237334,0.03867709772465491,0.001998001998001998,-0.0032086860738726464
nonlinear,sgd,2100,8,alm_bp_norm,3,0.9481458551072066,1.0,0.9211894354764955,0.03189658451324032,0.002997002997002997,-0.0026477600344697594
nonlinear,sgd,2100,8,alm_bp_norm,4,0.9445989699566582,1.0,0.9103783208191267,0.02404873720116893,0.004995004995004995,-0.001996931615279862
nonlinear,sgd,2100,8,alm_bp_norm,5,0.9497579911809649,1.0,0.9089995419416876,0.024012696408917688,0.005994005994005994,-0.0019950594301810787
nonlinear,sgd,2100,8,alm_bp_norm,6,0.948489618000859,1.0,0.9118187170268442,0.02123265216833076,0.007992007992007992,-0.0017636014307057524
nonlinear,sgd,2100,8,alm_bp_norm,7,0.9535111202279842,0.9999999999999999,0.9183330087901913,0.023007345276850503,0.006993006993006993,-0.0019085817469779998
nonlinear,sgd,2100,8,alm_bp_norm,8,0.9457346849942105,1.0,0.9141162162362357,0.01888226547426935,0.007992007992007992,-0.0015675950431821573
nonlinear,sgd,2100,8,alm_bp_norm,9,0.9517304481547296,0.9999999999999998,0.9145391160397363,0.018846306544402072,0.01098901098901099,-0.0015642402166669012
nonlinear,sgd,2100,8,alm_bp_norm,10,0.9391151541230814,1.0,0.8989272444814032,0.01969411555924064,0.01098901098901099,-0.0016342680097731765
nonlinear,sgd,2100,8,bp_alm_norm,1,0.9345080307441432,0.31146220212815234,0.9125448161694064,0.014122222370926831,0.000999000999000999,-0.0011752187290583471
nonlinear,sgd,2100,8,bp_alm_norm,2,0.9333569343726636,0.3221449350417714,0.9004392196824476,0.01444804748608193,0.000999000999000999,-0.001201893253283015
nonlinear,sgd,2100,8,bp_alm_norm,3,0.9270231372709596,0.3116357517078006,0.8962022970675416,0.011926763462075513,0.001998001998001998,-0.0009924039857844846
nonlinear,sgd,2100,8,bp_alm_norm,4,0.930222088116928,0.3355294658189622,0.8879531065511755,0.010923969596354917,0.001998001998001998,-0.0009088702646686819
nonlinear,sgd,2100,8,bp_alm_norm,5,0.9228433035772514,0.3395097173054611,0.8790137925908823,0.011038617068907517,0.002997002997002997,-0.000918660767245727
nonlinear,sgd,2100,8,bp_alm_norm,6,0.9308578265144548,0.33969130407551407,0.8880659672857056,0.010928759701242866,0.002997002997002997,-0.000909441376310216
nonlinear,sgd,2100,8,bp_alm_norm,7,0.9305192545508447,0.32002950014480175,0.8922316987608288,0.013771405964078085,0.003996003996003996,-0.0011453792842719412
nonlinear,sgd,2100,8,bp_alm_norm,8,0.9150620916016724,0.3270481362253506,0.8750426861216978,0.01079021946118367,0.002997002997002997,-0.0008977572242142573
nonlinear,sgd,2100,8,bp_alm_norm,9,0.9399409971516736,0.33131376479371943,0.8953437396995895,0.011444968624352557,0.004995004995004995,-0.0009522358792092844
nonlinear,sgd,2100,8,bp_alm_norm,10,0.9370752550555385,0.3158381163375311,0.8980831439726144,0.01235809871485884,0.004995004995004995,-0.001028021163794468
nonlinear,sgd,2100,8,damped_alm,1,0.8804434593480228,0.29212207636584453,0.7930534395661829,0.01167993409394029,0.0,-0.0009726000365193332
nonlinear,sgd,2100,8,damped_alm,2,0.8782332972040928,0.30035966949857806,0.7908685056949556,0.012057166043431924,0.000999000999000999,-0.001003689489913917
nonlinear,sgd,2100,8,damped_alm,3,0.8713934847817628,0.2879848551534095,0.7844559631061289,0.010061380109238696,0.001998001998001998,-0.0008377140480577694
nonlinear,sgd,2100,8,damped_alm,4,0.8711140017817852,0.30978070582474804,0.7817406164258311,0.009414918982410293,0.001998001998001998,-0.0007837675583597381
nonlinear,sgd,2100,8,damped_alm,5,0.8679288825386222,0.3120360626656413,0.7736889437840422,0.009488303055045614,0.000999000999000999,-0.0007900098868773298
nonlinear,sgd,2100,8,damped_alm,6,0.8759690329016756,0.309778947159869,0.7830449700250105,0.00956242016315225,0.001998001998001998,-0.0007961688444567683
nonlinear,sgd,2100,8,damped_alm,7,0.8790151941077347,0.28620990873350766,0.795304458259979,0.01238433976316888,0.003996003996003996,-0.0010307660817043263
nonlinear,sgd,2100,8,damped_alm,8,0.8578511979906174,0.29173145050288884,0.7713793473628588,0.009619803748506451,0.001998001998001998,-0.000800815439936764
nonlinear,sgd,2100,8,damped_alm,9,0.886933559141525,0.29292937410349384,0.7974202324005221,0.010337868330444077,0.004995004995004995,-0.0008606746352803341
nonlinear,sgd,2100,8,damped_alm,10,0.8738383270536186,0.2766128530255932,0.7861629783570145,0.011292632996307107,0.004995004995004995,-0.0009400758513827823
nonlinear,sgd,2101,8,bp,1,1.0000000000000002,1.0,0.9970255233253095,0.07740473662916578,0.002997002997002997,-0.006412511535677234
nonlinear,sgd,2101,8,bp,2,0.9999999999999999,1.0,0.9916687361931766,0.05148749952105614,0.004995004995004995,-0.004269382306352265
nonlinear,sgd,2101,8,bp,3,1.0,1.0,0.993146430343593,0.06357864671854671,0.005994005994005994,-0.00526730472611775
