seed,gain,method,steps,gradient_error,gradient_cosine,residual,fixed_point_distance,recurrence_error
42003,0.8,alm_exact,512,2.1105153402425993e-14,0.9999999999999998,7.449628908123422e-14,8.932338004102452e-15,3.23459803643851e-16
42003,0.8,alm_exact,4096,6.583809478158536e-16,0.9999999999999997,7.615732418830221e-16,3.602550046154449e-16,3.602550046154449e-16
42003,0.8,alm_masked,8,0.3292245914321181,0.9776199200735005,1.9121928141233635,0.26371516806732265,3.4674311917835435e-16
42003,0.8,alm_masked,32,0.11531571714667858,0.9933394753541459,0.08295216345954808,0.010680251354788634,3.9562087943493523e-16
42003,0.8,alm_masked,128,0.1151551605990962,0.9933647651558762,1.1623215231826763e-06,1.2849141157474808e-07,3.877869779984988e-16
42003,0.8,alm_masked,512,0.11515508035386147,0.993364774548819,8.91803100765359e-16,3.9475859107966e-16,3.9472953340673634e-16
42003,0.8,alm_masked,4096,0.11515508035386149,0.993364774548819,8.909388455888538e-16,3.9568718134978034e-16,3.9568718134978034e-16
42004,0.4,pc,8,0.687973563934119,0.8248200377475247,5.2201390763547035,0.012174644373505489,4.338219058313234e-16
42004,0.4,pc,32,0.6880622107005928,0.8187575173658246,5.308328892525739,8.391196193674711e-05,5.018569410299345e-16
42004,0.4,pc,128,0.688068871043799,0.818752643396713,5.308352957570213,3.622367695188489e-11,5.258647991150106e-16
42004,0.4,pc,512,0.6880688710453321,0.8187526433957484,5.30835295757245,5.688809577962073e-16,5.688809577962073e-16
42004,0.4,pc,4096,0.6880688710453321,0.8187526433957484,5.30835295757245,5.688809577962073e-16,5.688809577962073e-16
42004,0.4,alm_exact,8,0.42822970570812546,0.9378336453253832,3.2548891326735157,0.38834624900052644,5.401098182673944e-16
42004,0.4,alm_exact,32,0.01911586012098194,0.9999086583796086,0.14208622608257673,0.01566700620115907,3.6547096078911706e-16
42004,0.4,alm_exact,128,5.091946367882581e-07,0.9999999999998738,3.7659270640755453e-06,4.920830363573377e-07,3.653635942191526e-16
42004,0.4,alm_exact,512,5.926924699815116e-16,1.0,1.2524608140458316e-15,3.765159332484783e-16,3.7651309134009966e-16
42004,0.4,alm_exact,4096,5.926540645603199e-16,1.0,1.2554174289877604e-15,3.771930294286924e-16,3.771930294286924e-16
42004,0.4,alm_masked,8,0.43154965544224544,0.93358846548384,3.2591209958032543,0.38698590151333473,4.015662908555966e-16
42004,0.4,alm_masked,32,0.0773572256086526,0.9970319672109155,0.13915348401904903,0.015364924765074738,3.369673648226004e-16
42004,0.4,alm_masked,128,0.07520909501425468,0.997188260025151,8.273054603663426e-07,7.200312011379093e-08,3.434237373684515e-16
42004,0.4,alm_masked,512,0.07520909573960465,0.9971882601801642,1.5315908837550258e-15,3.8627988195056194e-16,3.8627987363643185e-16
42004,0.4,alm_masked,4096,0.07520909573960465,0.9971882601801642,1.5473227760563857e-15,3.860927416517551e-16,3.860927416517551e-16
42004,0.8,pc,8,0.687233355214792,0.8271207765492717,5.217751632737281,0.02098014604152763,4.31074082493149e-16
42004,0.8,pc,32,0.6877935414482996,0.8209311945668666,5.310709044528819,0.0003834185893852107,5.249466487250297e-16
42004,0.8,pc,128,0.6878216473728881,0.8209065745584319,5.310853396152348,8.032066362677803e-09,5.082215792625333e-16
42004,0.8,pc,512,0.6878216478217993,0.8209065743047627,5.310853396778611,6.238920928113009e-16,6.238920928010594e-16
42004,0.8,pc,4096,0.6878216478217993,0.8209065743047627,5.310853396778611,6.238832894527713e-16,6.238832894527713e-16
42004,0.8,alm_exact,8,0.42833458898715615,0.938876054892072,3.2383752300227253,0.39058913673728307,4.710477813820178e-16
42004,0.8,alm_exact,32,0.020531369659442602,0.9998583047196037,0.15565992437302315,0.01762128843936978,4.520035856016366e-16
42004,0.8,alm_exact,128,1.7816325768951928e-05,0.9999999998431038,0.00011708395778209337,1.131373563614473e-05,3.9833459947100547e-16
42004,0.8,alm_exact,512,1.0507587300882929e-14,1.0,2.281459941576086e-14,5.688932417261545e-15,4.554269689636629e-16
42004,0.8,alm_exact,4096,7.539378686660676e-16,0.9999999999999998,2.0030761161938488e-15,6.114045528101654e-16,6.114045528101654e-16
42004,0.8,alm_masked,8,0.44125685651086377,0.9259536612975602,3.249636188498291,0.38391288180368016,4.159771747567458e-16
42004,0.8,alm_masked,32,0.15951057292302356,0.9872048044968478,0.1378593538124755,0.015261740558111732,3.365444819128449e-16
42004,0.8,alm_masked,128,0.15871162407934336,0.9874733119260949,4.584256799731496e-06,8.815290470385008e-07,3.5927622128441404e-16
42004,0.8,alm_masked,512,0.15871164711720115,0.9874733064708483,1.1801985824373287e-15,4.441314298433004e-16,4.4407582790575526e-16
42004,0.8,alm_masked,4096,0.15871164711720112,0.9874733064708483,1.2117611760603077e-15,4.442200886009352e-16,4.442200886009352e-16
