topology,method,seed,epoch,train_local_loss,train_forward_loss,train_accuracy,test_loss,test_accuracy,mean_residual_norm,mean_dual_norm
degree_preserving,bp,0,2,0.7119185701012611,0.5292432904243469,0.509765625,0.5281069278717041,0.51171875,0.0,0.0
degree_preserving,bp,0,3,0.4341598264873028,0.35706037282943726,0.681640625,0.35641252994537354,0.671875,0.0,0.0
degree_preserving,bp,0,4,0.3238190747797489,0.2921450138092041,0.646484375,0.29166483879089355,0.63671875,0.0,0.0
degree_preserving,bp,0,5,0.27514231763780117,0.2552771270275116,0.705078125,0.25480860471725464,0.71484375,0.0,0.0
degree_preserving,bp,0,6,0.23926983587443829,0.21898743510246277,0.9765625,0.21838656067848206,0.98828125,0.0,0.0
degree_preserving,bp,0,7,0.20255515445023775,0.18389351665973663,0.998046875,0.18316978216171265,1.0,0.0,0.0
degree_preserving,bp,0,8,0.17010702565312386,0.1551731824874878,0.998046875,0.15427041053771973,1.0,0.0,0.0
degree_preserving,bp,0,9,0.14459366025403142,0.1331467181444168,1.0,0.13204941153526306,1.0,0.0,0.0
degree_preserving,bp,0,10,0.12550951167941093,0.11704771220684052,1.0,0.11568432301282883,1.0,0.0,0.0
degree_preserving,bp,0,11,0.11104155099019408,0.10513792932033539,1.0,0.10368439555168152,1.0,0.0,0.0
degree_preserving,bp,0,12,0.10141899110749364,0.09605531394481659,1.0,0.09447003901004791,1.0,0.0,0.0
degree_preserving,pc,0,1,0.8785871267318726,0.9095485806465149,0.453125,0.9077106714248657,0.4375,0.5006326558626218,0.0
degree_preserving,pc,0,2,0.49590814858675003,0.5298845171928406,0.509765625,0.52875816822052,0.51171875,0.383476323314729,0.0
degree_preserving,pc,0,3,0.30122788809239864,0.35664069652557373,0.669921875,0.3560413122177124,0.6640625,0.3002165456176347,0.0
degree_preserving,pc,0,4,0.22466983646154404,0.29468250274658203,0.625,0.29428765177726746,0.6015625,0.2613847800021176,0.0
degree_preserving,pc,0,5,0.19197218213230371,0.2612196207046509,0.68359375,0.26085853576660156,0.6875,0.24404184069377757,0.0
degree_preserving,pc,0,6,0.168372412212193,0.22784841060638428,0.9296875,0.22733266651630402,0.9453125,0.23079636888724053,0.0
degree_preserving,pc,0,7,0.14393097441643476,0.19351615011692047,0.9921875,0.19280806183815002,1.0,0.21524098015167206,0.0
degree_preserving,pc,0,8,0.12016307190060616,0.16297635436058044,0.994140625,0.1620168685913086,1.0,0.19973942771806227,0.0
degree_preserving,pc,0,9,0.10023264959454536,0.13895243406295776,0.998046875,0.13777796924114227,1.0,0.18600806009150497,0.0
degree_preserving,pc,0,10,0.08510686969384551,0.12145357578992844,0.998046875,0.11997321248054504,1.0,0.17516910715251774,0.0
degree_preserving,pc,0,11,0.07373119331896305,0.10835860669612885,1.0,0.10675135254859924,1.0,0.16639923957457844,0.0
degree_preserving,pc,0,12,0.06604659813456237,0.09836339950561523,1.0,0.09661189466714859,1.0,0.16002403653449923,0.0
degree_preserving,pcalm,0,1,0.9003501906991005,0.9095044732093811,0.453125,0.907667875289917,0.43359375,0.4768157723689607,1.3726842185133137
degree_preserving,pcalm,0,2,0.5086006484925747,0.5297999382019043,0.509765625,0.5286765098571777,0.51171875,0.3651864218894237,1.0530733456143935
degree_preserving,pcalm,0,3,0.3091789223253727,0.35700273513793945,0.66796875,0.3564067482948303,0.66015625,0.2859341205718617,0.8248658594820881
degree_preserving,pcalm,0,4,0.2308823186904192,0.2952628433704376,0.623046875,0.29487156867980957,0.6015625,0.2491378230721845,0.7189500358217629
degree_preserving,pcalm,0,5,0.1976474290713668,0.26223769783973694,0.68359375,0.2618826627731323,0.68359375,0.23275885646580718,0.6720404506158957
degree_preserving,pcalm,0,6,0.17385626677423716,0.22936096787452698,0.923828125,0.22885212302207947,0.94140625,0.22032147066299027,0.6366366504626058
degree_preserving,pcalm,0,7,0.14914019592106342,0.19537967443466187,0.9921875,0.19467870891094208,1.0,0.20563858950724048,0.5947965527266206
degree_preserving,pcalm,0,8,0.12494886619970202,0.16479453444480896,0.994140625,0.16384071111679077,1.0,0.19086506091116462,0.5531034564010042
degree_preserving,pcalm,0,9,0.10442869225516915,0.14048558473587036,0.998046875,0.1393226981163025,1.0,0.17761380540711494,0.5158292037376668
degree_preserving,pcalm,0,10,0.08873540163040161,0.12266917526721954,0.998046875,0.12119690328836441,1.0,0.16706314719340298,0.4862582205350918
degree_preserving,pcalm,0,11,0.07688436144962907,0.10930820554494858,1.0,0.10770431905984879,1.0,0.15852610950726861,0.4623550671785779
degree_preserving,pcalm,0,12,0.06885061040520668,0.0991138145327568,1.0,0.09735961258411407,1.0,0.15230362160946243,0.44488542648832663
random,bp,0,1,1.1084294132888317,0.7851347327232361,0.25,0.784253716468811,0.25,0.0,0.0
random,bp,0,2,0.6318807601928711,0.504002571105957,0.37890625,0.5027218461036682,0.34375,0.0,0.0
random,bp,0,3,0.4445676151663065,0.392205148935318,0.501953125,0.39168596267700195,0.50390625,0.0,0.0
random,bp,0,4,0.36225141398608685,0.3283185064792633,0.740234375,0.32837367057800293,0.73828125,0.0,0.0
random,bp,0,5,0.3055431880056858,0.2805980443954468,0.7265625,0.28069156408309937,0.73046875,0.0,0.0
random,bp,0,6,0.2625402733683586,0.23977220058441162,0.748046875,0.23964300751686096,0.7421875,0.0,0.0
random,bp,0,7,0.22476328257471323,0.20798178017139435,0.75,0.20749354362487793,0.75,0.0,0.0
random,bp,0,8,0.19660253264009953,0.1843208521604538,0.75,0.18350154161453247,0.75,0.0,0.0
random,bp,0,9,0.17534094769507647,0.1653086245059967,1.0,0.1643373668193817,1.0,0.0,0.0
random,bp,0,10,0.15788907185196877,0.14936214685440063,1.0,0.14833727478981018,1.0,0.0,0.0
random,bp,0,11,0.14267677534371614,0.13510029017925262,1.0,0.13413718342781067,1.0,0.0,0.0
random,bp,0,12,0.1297947927378118,0.1219405084848404,1.0,0.12111690640449524,1.0,0.0,0.0
random,pc,0,1,0.7728631272912025,0.7840746641159058,0.25,0.783227801322937,0.25,0.4748188088609216,0.0
random,pc,0,2,0.4338510725647211,0.5046040415763855,0.498046875,0.5032474398612976,0.5,0.3660217938255907,0.0
random,pc,0,3,0.3025425495579839,0.3936997056007385,0.505859375,0.39302220940589905,0.515625,0.3119039402420943,0.0
random,pc,0,4,0.24477835185825825,0.3274593651294708,0.73046875,0.3274111747741699,0.73828125,0.2831167856832811,0.0
random,pc,0,5,0.2041278975084424,0.2798464000225067,0.724609375,0.27988481521606445,0.73046875,0.2614567634542861,0.0
random,pc,0,6,0.17357819341123104,0.2402316927909851,0.75,0.2400587499141693,0.74609375,0.24569095203332836,0.0
random,pc,0,7,0.1473934929817915,0.2091502696275711,0.75,0.2085932046175003,0.75,0.23101626133090272,0.0
random,pc,0,8,0.12745736446231604,0.18532046675682068,0.75,0.18439917266368866,0.75,0.21877715734444791,0.0
random,pc,0,9,0.11231852835044265,0.16584192216396332,0.99609375,0.16474924981594086,1.0,0.20850300273135267,0.0
random,pc,0,10,0.10009547369554639,0.1494443416595459,1.0,0.1482926905155182,1.0,0.19919991359832542,0.0
random,pc,0,11,0.08957216050475836,0.13481268286705017,1.0,0.1337137520313263,1.0,0.19007120195844132,0.0
random,pc,0,12,0.08084168983623385,0.12143221497535706,1.0,0.12049031257629395,1.0,0.18171380827698158,0.0
random,pcalm,0,1,0.7927700318396091,0.7840933799743652,0.25,0.7832451462745667,0.25,0.4513429898652248,1.3042792650485353
random,pcalm,0,2,0.4453235752880573,0.5042119026184082,0.498046875,0.5028510093688965,0.4921875,0.34825966455294594,1.0072386559731967
random,pcalm,0,3,0.3108026860281825,0.393602192401886,0.505859375,0.3929186165332794,0.51171875,0.29689111874904484,0.8590890772065904
random,pcalm,0,4,0.25168058928102255,0.3274494707584381,0.728515625,0.3274036943912506,0.73828125,0.2695532334522189,0.7801609310263302
random,pcalm,0,5,0.21008930820971727,0.2799656093120575,0.72265625,0.2800099551677704,0.73046875,0.2488981127195681,0.7208853937809181
random,pcalm,0,6,0.17898765858262777,0.24050000309944153,0.75,0.24033062160015106,0.74609375,0.233921696630811,0.6782276628691761
random,pcalm,0,7,0.1522684535011649,0.20946869254112244,0.75,0.2089117169380188,0.75,0.21996315444509187,0.6384783235116629
random,pcalm,0,8,0.13185194972902536,0.18556737899780273,0.75,0.1846410632133484,0.75,0.20828831788579313,0.6052907318080543
random,pcalm,0,9,0.11626412393525243,0.16599193215370178,0.99609375,0.16488738358020782,1.0,0.19846353561539823,0.5772348855898599
random,pcalm,0,10,0.1036412320099771,0.14949530363082886,1.0,0.1483270227909088,1.0,0.18954530346187917,0.5516806454652396
random,pcalm,0,11,0.09275950258597732,0.13478191196918488,1.0,0.133662149310112,1.0,0.18078702473333882,0.526508621762332
random,pcalm,0,12,0.0837305011227727,0.12134591490030289,1.0,0.12038213759660721,1.0,0.17278008645613832,0.5033824894708232
native,bp,1,1,2.788817271590233,1.923558235168457,0.25,1.926871418952942,0.25,0.0,0.0
native,bp,1,2,1.3897299207746983,0.8959774374961853,0.25,0.8962814807891846,0.25,0.0,0.0
native,bp,1,3,0.6573017537593842,0.48055076599121094,0.240234375,0.4771935045719147,0.24609375,0.0,0.0
native,bp,1,4,0.41287268698215485,0.36798226833343506,0.169921875,0.36298686265945435,0.171875,0.0,0.0
native,bp,1,5,0.34738850966095924,0.32571589946746826,0.685546875,0.3208194971084595,0.71875,0.0,0.0
native,bp,1,6,0.31166247092187405,0.2963566184043884,0.740234375,0.2920462489128113,0.75,0.0,0.0
native,bp,1,7,0.28484673146158457,0.27202701568603516,0.75,0.2683042883872986,0.75,0.0,0.0
native,bp,1,8,0.26226730551570654,0.25138503313064575,0.75,0.24804936349391937,0.75,0.0,0.0
native,bp,1,9,0.24293831642717123,0.23344284296035767,0.755859375,0.23054800927639008,0.7578125,0.0,0.0
native,bp,1,10,0.22618625406175852,0.2181835174560547,0.767578125,0.21561749279499054,0.765625,0.0,0.0
native,bp,1,11,0.21212088316679,0.2054162621498108,0.783203125,0.2032650262117386,0.78515625,0.0,0.0
native,bp,1,12,0.20038262102752924,0.19460400938987732,0.80078125,0.19272184371948242,0.8046875,0.0,0.0
native,pc,1,1,1.7112881317734718,1.9345881938934326,0.25,1.9378445148468018,0.25,0.8544235517911147,0.0
native,pc,1,2,0.9011023752391338,0.9122247695922852,0.25,0.9127367734909058,0.25,0.5786321661241042,0.0
native,pc,1,3,0.4536406025290489,0.48674511909484863,0.234375,0.48397311568260193,0.2421875,0.38097391862538643,0.0
native,pc,1,4,0.29256901144981384,0.3675423860549927,0.150390625,0.3629274368286133,0.15625,0.2873112556747704,0.0
native,pc,1,5,0.24905373342335224,0.3284286558628082,0.6640625,0.3235369026660919,0.69921875,0.2596547399298288,0.0
native,pc,1,6,0.2264635916799307,0.2993372678756714,0.744140625,0.2948507070541382,0.74609375,0.2450279858749127,0.0
native,pc,1,7,0.20788436569273472,0.2735536992549896,0.751953125,0.26962488889694214,0.75,0.23226745157444384,0.0
native,pc,1,8,0.19142056722193956,0.251335471868515,0.751953125,0.2478022426366806,0.75,0.22075635579191535,0.0
native,pc,1,9,0.1770411655306816,0.23176316916942596,0.767578125,0.22865554690361023,0.76953125,0.21047784875311967,0.0
native,pc,1,10,0.16410740837454796,0.21504828333854675,0.783203125,0.21227578818798065,0.7734375,0.20163495955057442,0.0
native,pc,1,11,0.1529075400903821,0.2009175568819046,0.80859375,0.19855880737304688,0.80859375,0.19418393184120455,0.0
native,pc,1,12,0.14319517649710178,0.1888953149318695,0.826171875,0.1868096888065338,0.83203125,0.1883535728629795,0.0
native,pcalm,1,1,1.7736519128084183,1.937544584274292,0.25,1.9408090114593506,0.25,0.8120496154685194,2.375869962881552
native,pcalm,1,2,0.9321191050112247,0.9165396690368652,0.25,0.9171062707901001,0.25,0.5507965789875016,1.604731666360749
native,pcalm,1,3,0.4686107635498047,0.489928662776947,0.23046875,0.48725077509880066,0.23828125,0.3635696427663788,1.054327366364305
native,pcalm,1,4,0.3012077547609806,0.36927205324172974,0.134765625,0.3647145628929138,0.140625,0.2741240304603707,0.7918445386749227
native,pcalm,1,5,0.25608024653047323,0.33021703362464905,0.66015625,0.3253270983695984,0.68359375,0.24752793906372972,0.7140529499156401
native,pcalm,1,6,0.23298425693064928,0.30119574069976807,0.7421875,0.29668712615966797,0.74609375,0.23374498794631413,0.6737164921651129
native,pcalm,1,7,0.2138842586427927,0.2753200829029083,0.751953125,0.2713715732097626,0.75,0.22164742860089368,0.6382218307844596
native,pcalm,1,8,0.1969395624473691,0.2530004680156708,0.751953125,0.2494545876979828,0.75,0.21067148760387985,0.6060237701385631
native,pcalm,1,9,0.18213173281401396,0.23327559232711792,0.763671875,0.23015661537647247,0.76953125,0.20082682962917411,0.5771438526062411
native,pcalm,1,10,0.16880889516323805,0.21638834476470947,0.783203125,0.21360686421394348,0.7734375,0.19231191288660435,0.552253994239436
native,pcalm,1,11,0.15725664887577295,0.20204636454582214,0.80859375,0.199679434299469,0.8046875,0.1850893802329665,0.5312338036492292
native,pcalm,1,12,0.14723616931587458,0.18983885645866394,0.826171875,0.18774805963039398,0.83203125,0.17939448121857518,0.5147837589611299
degree_preserving,bp,1,1,3.2822143882513046,2.44280743598938,0.25,2.4420571327209473,0.25,0.0,0.0
degree_preserving,bp,1,2,1.8951391205191612,1.357222557067871,0.25,1.357299566268921,0.25,0.0,0.0
degree_preserving,bp,1,3,1.0307471230626106,0.7440296411514282,0.25,0.7444891333580017,0.25,0.0,0.0
degree_preserving,bp,1,4,0.5908335447311401,0.47251519560813904,0.236328125,0.4723571836948395,0.25,0.0,0.0
degree_preserving,bp,1,5,0.41686417162418365,0.3677991032600403,0.5,0.3672110438346863,0.5,0.0,0.0
degree_preserving,bp,1,6,0.34107075817883015,0.3152140974998474,0.5,0.3147726058959961,0.5,0.0,0.0
degree_preserving,bp,1,7,0.29820734541863203,0.2808706760406494,0.5,0.28069284558296204,0.5,0.0,0.0
degree_preserving,bp,1,8,0.26830620877444744,0.25564345717430115,0.5,0.2556613087654114,0.5,0.0,0.0
degree_preserving,bp,1,9,0.2462875759229064,0.2356746941804886,0.50390625,0.23585806787014008,0.5078125,0.0,0.0
degree_preserving,bp,1,10,0.22812354378402233,0.21965673565864563,0.65234375,0.21995913982391357,0.671875,0.0,0.0
degree_preserving,bp,1,11,0.21325582452118397,0.20575037598609924,0.765625,0.20612438023090363,0.796875,0.0,0.0
degree_preserving,bp,1,12,0.2000000337138772,0.19305069744586945,0.919921875,0.19347892701625824,0.921875,0.0,0.0
degree_preserving,pc,1,1,1.9880863651633263,2.44942569732666,0.25,2.448640823364258,0.25,0.9369257241196465,0.0
degree_preserving,pc,1,2,1.1967413537204266,1.374232530593872,0.25,1.3741815090179443,0.25,0.69191053158526,0.0
degree_preserving,pc,1,3,0.6825271099805832,0.7568954825401306,0.25,0.75731360912323,0.25,0.49584640736187185,0.0
degree_preserving,pc,1,4,0.407188193872571,0.47657302021980286,0.25,0.47653764486312866,0.25,0.3600711171942142,0.0
degree_preserving,pc,1,5,0.29248244501650333,0.36885780096054077,0.5,0.36840495467185974,0.5,0.2930965335496391,0.0
degree_preserving,pc,1,6,0.24092554580420256,0.3151174485683441,0.5,0.3147217035293579,0.5,0.2616646212336491,0.0
degree_preserving,pc,1,7,0.21072112303227186,0.27781224250793457,0.5,0.2776281237602234,0.5,0.2418716420943383,0.0
degree_preserving,pc,1,8,0.18817166704684496,0.2490515261888504,0.5,0.24905848503112793,0.5,0.22650527838413836,0.0
degree_preserving,pc,1,9,0.1707048136740923,0.2254858911037445,0.505859375,0.22567126154899597,0.5,0.2142727882868106,0.0
degree_preserving,pc,1,10,0.15566587820649147,0.20640762150287628,0.7421875,0.20673368871212006,0.765625,0.2036425550856317,0.0
degree_preserving,pc,1,11,0.14309630449861288,0.1897570937871933,0.984375,0.19015620648860931,0.984375,0.1947963149420199,0.0
degree_preserving,pc,1,12,0.13176243240013719,0.17489571869373322,1.0,0.17535939812660217,1.0,0.18685723235830665,0.0
degree_preserving,pcalm,1,1,2.0636131316423416,2.45538330078125,0.25,2.454566717147827,0.25,0.8911286530007297,2.608892885502428
degree_preserving,pcalm,1,2,1.2435675896704197,1.3882752656936646,0.25,1.3881473541259766,0.25,0.6599283426379164,1.9255482285370817
degree_preserving,pcalm,1,3,0.714507058262825,0.7750108242034912,0.25,0.775381326675415,0.25,0.47578452901992324,1.383800698487903
degree_preserving,pcalm,1,4,0.4293597526848316,0.4905984401702881,0.25,0.49062782526016235,0.25,0.3480232020180362,1.008218668983318
degree_preserving,pcalm,1,5,0.30784677527844906,0.3786664605140686,0.5,0.3782995939254761,0.5,0.28357739207179594,0.8186683381645707
degree_preserving,pcalm,1,6,0.25268364883959293,0.32257717847824097,0.5,0.3222375512123108,0.5,0.2528970876010135,0.7286932427232387
degree_preserving,pcalm,1,7,0.2200593315064907,0.28320807218551636,0.5,0.28307315707206726,0.5,0.23358806953183375,0.672261337058444
degree_preserving,pcalm,1,8,0.19537794683128595,0.25232863426208496,0.5,0.2524026036262512,0.5,0.21838152895118887,0.6279648135314346
degree_preserving,pcalm,1,9,0.17585164960473776,0.22669583559036255,0.505859375,0.22696799039840698,0.5,0.20590008611422186,0.5916913757209841
degree_preserving,pcalm,1,10,0.15911407861858606,0.2059774398803711,0.73828125,0.2064233273267746,0.73046875,0.1949860357126454,0.5600457336950058
degree_preserving,pcalm,1,11,0.14518288802355528,0.18798428773880005,0.982421875,0.18853867053985596,0.9921875,0.18580829881345076,0.5335350805180497
degree_preserving,pcalm,1,12,0.13273314340040088,0.17199473083019257,1.0,0.1726512461900711,1.0,0.17754780680600865,0.5097533750922594
random,bp,1,1,2.6105044335126877,1.948876142501831,0.25,1.9500329494476318,0.25,0.0,0.0
random,bp,1,2,1.5571299716830254,1.1851022243499756,0.005859375,1.1854796409606934,0.0,0.0,0.0
random,bp,1,3,0.9690151996910572,0.7745183110237122,0.005859375,0.7736074924468994,0.0,0.0,0.0
random,bp,1,4,0.6555650867521763,0.5554676651954651,0.123046875,0.5534119009971619,0.12890625,0.0,0.0
random,bp,1,5,0.49512351863086224,0.43781137466430664,0.044921875,0.4354575276374817,0.08203125,0.0,0.0
random,bp,1,6,0.4006487466394901,0.36119839549064636,0.474609375,0.35927027463912964,0.48046875,0.0,0.0
random,bp,1,7,0.3314368352293968,0.29858270287513733,0.66015625,0.29735150933265686,0.66796875,0.0,0.0
random,bp,1,8,0.2725824238732457,0.24380725622177124,0.759765625,0.24323414266109467,0.76171875,0.0,0.0
random,bp,1,9,0.22185645159333944,0.198111891746521,0.998046875,0.19800600409507751,1.0,0.0,0.0
random,bp,1,10,0.1802642708644271,0.161764994263649,1.0,0.16192075610160828,1.0,0.0,0.0
random,bp,1,11,0.1484260968863964,0.1344134360551834,1.0,0.13472267985343933,1.0,0.0,0.0
random,bp,1,12,0.12479995843023062,0.114661306142807,1.0,0.11507429927587509,1.0,0.0,0.0
random,pc,1,1,1.6194358319044113,1.949723482131958,0.25,1.9508793354034424,0.25,0.8202642492688028,0.0
random,pc,1,2,0.9971520006656647,1.1839416027069092,0.0,1.18433678150177,0.0,0.6154195179406088,0.0
random,pc,1,3,0.6327292397618294,0.7722727656364441,0.005859375,0.7713701725006104,0.0,0.4763413844630122,0.0
random,pc,1,4,0.43539802357554436,0.5551457405090332,0.0,0.5529998540878296,0.00390625,0.38554369757912355,0.0
random,pc,1,5,0.33620699122548103,0.44267070293426514,0.0,0.4401184022426605,0.0,0.33098337880558876,0.0
random,pc,1,6,0.27810765616595745,0.3681505024433136,0.416015625,0.3659861087799072,0.41015625,0.29610089298997383,0.0
random,pc,1,7,0.23353807535022497,0.30457186698913574,0.654296875,0.303144633769989,0.66796875,0.26690270696174895,0.0
random,pc,1,8,0.19348192773759365,0.247426837682724,0.759765625,0.2467382550239563,0.76171875,0.23903553385995716,0.0
random,pc,1,9,0.1578329699113965,0.1991344392299652,0.998046875,0.19898667931556702,0.99609375,0.21247169990480566,0.0
random,pc,1,10,0.1279710908420384,0.16095714271068573,1.0,0.16112074255943298,1.0,0.18865973744444395,0.0
random,pc,1,11,0.1051310570910573,0.13255935907363892,1.0,0.13289187848567963,1.0,0.16870985412970185,0.0
random,pc,1,12,0.08829425927251577,0.11245422810316086,1.0,0.11289231479167938,1.0,0.15284367391723208,0.0
random,pcalm,1,1,1.6762099415063858,1.9494043588638306,0.25,1.9505521059036255,0.25,0.7810749867348932,2.2788370598645997
random,pcalm,1,2,1.0307272486388683,1.1850907802581787,0.0,1.1854801177978516,0.0,0.585502817411907,1.7040615590158268
random,pcalm,1,3,0.6540554501116276,0.7743654251098633,0.00390625,0.773467481136322,0.0,0.453407338509957,1.3174511335382704
random,pcalm,1,4,0.4500844143331051,0.5574423670768738,0.0,0.5553054213523865,0.00390625,0.3673344350633367,1.0655674339213874
random,pcalm,1,5,0.3474817294627428,0.44508498907089233,0.0,0.44252991676330566,0.0,0.3156398674764205,0.9142191703358549
random,pcalm,1,6,0.2875743582844734,0.3708168864250183,0.41015625,0.36863526701927185,0.40234375,0.2826309160348804,0.8177170380440657
random,pcalm,1,7,0.2417385708540678,0.307373046875,0.64453125,0.30592477321624756,0.6640625,0.25497722941994044,0.7369521507062018
random,pcalm,1,8,0.20052168518304825,0.2501232922077179,0.744140625,0.24942106008529663,0.7421875,0.2285090332637386,0.6598512384080095
random,pcalm,1,9,0.16366951074451208,0.20144714415073395,0.994140625,0.20129968225955963,0.99609375,0.20317350208642893,0.5861470054769597
random,pcalm,1,10,0.13266522902995348,0.16278015077114105,1.0,0.1629575788974762,1.0,0.18037768115270106,0.5199268136857427
random,pcalm,1,11,0.10881997784599662,0.13384026288986206,1.0,0.1341947317123413,1.0,0.1611964342785844,0.4641584598502959
random,pcalm,1,12,0.09116684459149837,0.11329308897256851,1.0,0.11375567317008972,1.0,0.14587100493857483,0.4195965065046039
native,bp,2,1,2.3503340780735016,1.611668586730957,0.25,1.6112682819366455,0.25,0.0,0.0
native,bp,2,2,1.1913426369428635,0.8303531408309937,0.34765625,0.8307159543037415,0.3671875,0.0,0.0
native,bp,2,3,0.6564240641891956,0.5121429562568665,0.3984375,0.5130435228347778,0.3828125,0.0,0.0
native,bp,2,4,0.44357282668352127,0.38340306282043457,0.380859375,0.3845117688179016,0.3671875,0.0,0.0
native,bp,2,5,0.3504699934273958,0.3188111186027527,0.40234375,0.3199341297149658,0.3671875,0.0,0.0
native,bp,2,6,0.29881654866039753,0.27867671847343445,0.607421875,0.2798239588737488,0.609375,0.0,0.0
native,bp,2,7,0.26414545625448227,0.24851010739803314,0.70703125,0.24969898164272308,0.703125,0.0,0.0
native,bp,2,8,0.23711826838552952,0.22419050335884094,0.734375,0.22545193135738373,0.73046875,0.0,0.0
native,bp,2,9,0.21465608477592468,0.20381790399551392,0.74609375,0.2051514983177185,0.75,0.0,0.0
native,bp,2,10,0.19562294892966747,0.18636272847652435,0.748046875,0.187728151679039,0.75,0.0,0.0
native,bp,2,11,0.17941670957952738,0.17162930965423584,0.75390625,0.1730233132839203,0.75,0.0,0.0
native,bp,2,12,0.16587992291897535,0.1590680330991745,0.830078125,0.16039466857910156,0.828125,0.0,0.0
