phase,seed,method,lr,epoch,validation_loss,validation_accuracy,residual
development,46000,masked,0.001,1,0.6202139579841974,0.13666666666666666,0.0026709795611540212
development,46000,masked,0.001,2,0.5535900230551773,0.17333333333333334,0.0024680903021466727
development,46000,masked,0.001,3,0.5049191659626565,0.22,0.0022920467974291833
development,46000,masked,0.001,4,0.46826453597153916,0.25666666666666665,0.002233864812059262
development,46000,masked,0.001,5,0.4398864085486004,0.33666666666666667,0.0021976157702359345
development,46000,masked,0.001,6,0.41809706930959,0.4033333333333333,0.002172081215359804
development,46000,masked,0.001,7,0.4011224505975104,0.44,0.0020931793003218617
development,46000,masked,0.001,8,0.3875704446104488,0.5,0.0020982977538251102
development,46000,masked,0.001,9,0.3763778823036109,0.54,0.0020930231609528694
development,46000,masked,0.001,10,0.36676411730785824,0.5833333333333334,0.0021213650449844823
development,46000,masked,0.001,11,0.35918023201723676,0.62,0.002056309584840094
development,46000,masked,0.001,12,0.3523292664396802,0.6433333333333333,0.002059418690748208
development,46000,masked,0.001,13,0.34595452180729525,0.6566666666666666,0.0021145514587641336
development,46000,masked,0.001,14,0.3401864402763151,0.6733333333333333,0.0021344645627709878
development,46000,masked,0.001,15,0.33469624326017244,0.68,0.002125784498172713
development,46000,masked,0.001,16,0.3294942479540225,0.6866666666666666,0.0021479199621166297
development,46000,masked,0.001,17,0.32456331505307795,0.6966666666666667,0.0021448272670594186
development,46000,masked,0.001,18,0.3196628383642736,0.7133333333333334,0.002163697315718833
development,46000,masked,0.001,19,0.31510647448066864,0.72,0.0021313411959889535
development,46000,masked,0.001,20,0.31067482333683427,0.7433333333333333,0.00218265379142557
