phase,seed,method,lr,epoch,validation_loss,validation_accuracy,residual
development,46002,pc,0.003,1,0.44553948712167635,0.21,0.018001140632587793
development,46002,pc,0.003,2,0.40098766418310183,0.38333333333333336,0.01836804115035226
development,46002,pc,0.003,3,0.362935228079659,0.5533333333333333,0.01876841554202161
development,46002,pc,0.003,4,0.33079478259156503,0.6866666666666666,0.01930523348425276
development,46002,pc,0.003,5,0.31021881843137245,0.73,0.020169751668676555
development,46002,pc,0.003,6,0.2936059665314256,0.75,0.02142005016699555
development,46002,pc,0.003,7,0.28051296849458446,0.7833333333333333,0.02241145021714684
development,46002,pc,0.003,8,0.27031843821047524,0.7966666666666666,0.023672972729445584
development,46002,pc,0.003,9,0.2620682909825225,0.7966666666666666,0.02373673973427206
development,46002,pc,0.003,10,0.2552964505358587,0.8066666666666666,0.024081308609573318
development,46002,pc,0.003,11,0.25029722529635623,0.8133333333333334,0.025151264917913346
development,46002,pc,0.003,12,0.246924777756603,0.83,0.026223969282524608
development,46002,pc,0.003,13,0.24454329586869866,0.8233333333333334,0.024849397852108667
development,46002,pc,0.003,14,0.24229797153688784,0.83,0.02517214460277306
development,46002,pc,0.003,15,0.24051509994438836,0.8333333333333334,0.025959874629224507
development,46002,pc,0.003,16,0.23877047861804754,0.84,0.026760640255484434
development,46002,pc,0.003,17,0.23757621948062474,0.8433333333333334,0.026234304390115967
development,46002,pc,0.003,18,0.23641360171848722,0.85,0.02650180018832206
development,46002,pc,0.003,19,0.23502805515854686,0.8533333333333334,0.02706799897589088
development,46002,pc,0.003,20,0.2339005898851147,0.8733333333333333,0.026836118485578098
