phase,seed,method,lr,epoch,validation_loss,validation_accuracy,residual
evaluation,47000,pc,0.003,1,0.44699415826768985,0.22666666666666666,0.01966801954862919
evaluation,47000,pc,0.003,2,0.39846379141661936,0.49333333333333335,0.01948665374025351
evaluation,47000,pc,0.003,3,0.35874957336255925,0.6233333333333333,0.019991595594808967
evaluation,47000,pc,0.003,4,0.32433292799801583,0.67,0.02006586357971671
evaluation,47000,pc,0.003,5,0.3036214200030214,0.72,0.02137282408109784
evaluation,47000,pc,0.003,6,0.28921291969829627,0.7333333333333333,0.02261559375564369
evaluation,47000,pc,0.003,7,0.27908450609687285,0.76,0.02298658626069412
evaluation,47000,pc,0.003,8,0.27052651895007757,0.7833333333333333,0.022699987147859542
evaluation,47000,pc,0.003,9,0.26376768141096923,0.7966666666666666,0.02463134866890211
evaluation,47000,pc,0.003,10,0.25959770191396353,0.7966666666666666,0.024605961292842503
evaluation,47000,pc,0.003,11,0.25432246904522304,0.8133333333333334,0.02510115326111925
evaluation,47000,pc,0.003,12,0.25168886181832173,0.8066666666666666,0.024828071198691515
evaluation,47000,pc,0.003,13,0.24879354881787932,0.82,0.02601507349988233
evaluation,47000,pc,0.003,14,0.2458128333011563,0.8266666666666667,0.026218722596695027
evaluation,47000,pc,0.003,15,0.24469154538858837,0.83,0.02636598234584797
evaluation,47000,pc,0.003,16,0.24249544621935357,0.8333333333333334,0.026071259965102865
evaluation,47000,pc,0.003,17,0.24109802480212159,0.8433333333333334,0.02587396314846471
evaluation,47000,pc,0.003,18,0.2395636258878374,0.8466666666666667,0.02622650287368848
evaluation,47000,pc,0.003,19,0.23845746983223212,0.8533333333333334,0.02636775690949055
evaluation,47000,pc,0.003,20,0.2378210146865968,0.85,0.028230191762329267
