phase,seed,method,lr,epoch,validation_loss,validation_accuracy,residual
evaluation,47003,masked,0.003,1,0.4406781949035281,0.25666666666666665,0.0022514841911789626
evaluation,47003,masked,0.003,2,0.4048978339248517,0.36333333333333334,0.002160395711185391
evaluation,47003,masked,0.003,3,0.37006251420562636,0.61,0.0021083275564944136
evaluation,47003,masked,0.003,4,0.3419728358642607,0.7466666666666667,0.0021235740684192646
evaluation,47003,masked,0.003,5,0.3218615134361887,0.7666666666666667,0.0021633478382868288
evaluation,47003,masked,0.003,6,0.3051687132871972,0.8166666666666667,0.0022541443319034292
evaluation,47003,masked,0.003,7,0.2909926401840973,0.84,0.002293180996986282
evaluation,47003,masked,0.003,8,0.279774482606704,0.85,0.002249001573409103
evaluation,47003,masked,0.003,9,0.26931906602074474,0.8533333333333334,0.0022592591401166704
evaluation,47003,masked,0.003,10,0.2603249151466016,0.8633333333333333,0.002288735180378174
evaluation,47003,masked,0.003,11,0.2528860973912683,0.87,0.0022684088198162487
evaluation,47003,masked,0.003,12,0.2476754770123825,0.8766666666666667,0.0022157569922890623
evaluation,47003,masked,0.003,13,0.24328763560809383,0.8733333333333333,0.0021883270177835393
evaluation,47003,masked,0.003,14,0.23996996415429123,0.8766666666666667,0.0021779192298103105
evaluation,47003,masked,0.003,15,0.23693111336619418,0.8733333333333333,0.0021242243027912696
evaluation,47003,masked,0.003,16,0.23479653045209498,0.8833333333333333,0.0022039492407601668
evaluation,47003,masked,0.003,17,0.231997114640767,0.8833333333333333,0.0022222047049726837
evaluation,47003,masked,0.003,18,0.2295101487506784,0.8833333333333333,0.0021239153923274575
evaluation,47003,masked,0.003,19,0.22841090037955022,0.8866666666666667,0.0020968395686350822
evaluation,47003,masked,0.003,20,0.22609105205823718,0.89,0.002100522576567714
