phase,seed,method,lr,epoch,validation_loss,validation_accuracy,residual
development,46002,masked,0.001,1,0.5142744133937525,0.1,0.00242770687325965
development,46002,masked,0.001,2,0.4728888595422219,0.15,0.0022888051120280055
development,46002,masked,0.001,3,0.4454797881742932,0.22333333333333333,0.002208265531799735
development,46002,masked,0.001,4,0.42548940803137636,0.30666666666666664,0.0021296344365149713
development,46002,masked,0.001,5,0.40954270828208567,0.37,0.0020695712829642138
development,46002,masked,0.001,6,0.39563840042936094,0.4666666666666667,0.0020529138634544533
development,46002,masked,0.001,7,0.3826875664019957,0.5233333333333333,0.0020348557799428776
development,46002,masked,0.001,8,0.3699094679946866,0.57,0.0020601473387692696
development,46002,masked,0.001,9,0.357477655096914,0.6266666666666667,0.002054746023319156
development,46002,masked,0.001,10,0.3480332729973227,0.6733333333333333,0.0020495866074437133
development,46002,masked,0.001,11,0.3410619808724917,0.69,0.0020581391707939784
development,46002,masked,0.001,12,0.3344916700175529,0.7,0.0021381872768187244
development,46002,masked,0.001,13,0.3280468853380245,0.72,0.0020919250862109773
development,46002,masked,0.001,14,0.3218840230778799,0.73,0.002156784379530255
development,46002,masked,0.001,15,0.3168876466003973,0.76,0.0021097890522474186
development,46002,masked,0.001,16,0.3130046816360582,0.76,0.0021816380972794766
development,46002,masked,0.001,17,0.3092800607983845,0.7666666666666667,0.0021950628745416416
development,46002,masked,0.001,18,0.3055041437712117,0.76,0.002186049424276882
development,46002,masked,0.001,19,0.3016954566117777,0.77,0.002240847748035288
development,46002,masked,0.001,20,0.2981262283753169,0.7833333333333333,0.0022672416357357415
