phase,seed,method,lr,epoch,validation_loss,validation_accuracy,residual
evaluation,47001,pc,0.003,1,0.4741327083559898,0.10333333333333333,0.019056767834799395
evaluation,47001,pc,0.003,2,0.4272941197516726,0.2966666666666667,0.019062068078221143
evaluation,47001,pc,0.003,3,0.38765865619105844,0.49333333333333335,0.019700767996932676
evaluation,47001,pc,0.003,4,0.3524854230142094,0.6633333333333333,0.020198079064838163
evaluation,47001,pc,0.003,5,0.32597073914624236,0.7166666666666667,0.020541668519194152
evaluation,47001,pc,0.003,6,0.3064091871419129,0.7666666666666667,0.021658595510840446
evaluation,47001,pc,0.003,7,0.2910953463545885,0.79,0.022074595850403052
evaluation,47001,pc,0.003,8,0.27970431013048674,0.7933333333333333,0.023267845257198112
evaluation,47001,pc,0.003,9,0.27014085529979537,0.8033333333333333,0.02401685251022365
evaluation,47001,pc,0.003,10,0.26233300930461584,0.8133333333333334,0.024150555499499536
evaluation,47001,pc,0.003,11,0.25585334931592957,0.8133333333333334,0.02454638323291375
evaluation,47001,pc,0.003,12,0.25063396008979405,0.8266666666666667,0.026158482256511472
evaluation,47001,pc,0.003,13,0.24641557651251675,0.8366666666666667,0.02527870995102158
evaluation,47001,pc,0.003,14,0.2425146181434514,0.8433333333333334,0.025403167012516988
evaluation,47001,pc,0.003,15,0.23978681225573714,0.8333333333333334,0.02597506954148283
evaluation,47001,pc,0.003,16,0.23662012505557242,0.86,0.025798156998823017
evaluation,47001,pc,0.003,17,0.23545748634734517,0.8466666666666667,0.026464836916930704
evaluation,47001,pc,0.003,18,0.2333473227152849,0.8566666666666667,0.026518927771294432
evaluation,47001,pc,0.003,19,0.2328696044685843,0.8433333333333334,0.027600246641065987
evaluation,47001,pc,0.003,20,0.23107844332211078,0.86,0.027627838924482374
