task,seed,method,lr,eta,alpha,validation_mse,runtime_seconds,residual
linear,1100,pcalm,0.001,0.05,0.2,0.6733433706347043,0.9817500739991374,0.09167892066850233
linear,1101,pcalm,0.001,0.05,0.2,0.683146370167509,0.9131077899983211,0.09890000589678767
linear,1102,pcalm,0.001,0.05,0.2,0.6464828336241287,0.8609535350005899,0.09309015707538786
linear,1103,pcalm,0.001,0.05,0.2,0.6339886689501001,0.8384074710011191,0.09630487443833437
linear,1104,pcalm,0.001,0.05,0.2,0.582671542712595,0.8419047110000974,0.08993550237731958
linear,1100,pcalm,0.001,0.05,0.5,0.6779579125641373,0.87406586400175,0.07543156952718547
linear,1101,pcalm,0.001,0.05,0.5,0.6854084337381051,0.8846997590007959,0.07961513766110848
linear,1102,pcalm,0.001,0.05,0.5,0.6489199840149388,0.8729637770011323,0.07556079081397299
linear,1103,pcalm,0.001,0.05,0.5,0.6405945093681258,0.9109125990034954,0.0792471942785471
linear,1104,pcalm,0.001,0.05,0.5,0.585064533292102,0.993354881000414,0.07382967340542432
linear,1100,pcalm,0.001,0.1,0.2,0.7025844459001899,0.8472475140006281,0.10692853565700844
linear,1101,pcalm,0.001,0.1,0.2,0.7090074055235881,0.8388696090005396,0.11462172266161276
linear,1102,pcalm,0.001,0.1,0.2,0.6764886840569272,0.8682573519981815,0.10978295155710013
linear,1103,pcalm,0.001,0.1,0.2,0.6675686509875572,0.8863598450006975,0.11029054268732702
linear,1104,pcalm,0.001,0.1,0.2,0.6270570725114475,0.9649859739984095,0.10552440319571829
linear,1100,pcalm,0.001,0.1,0.5,0.7035698313039314,0.8573077729997749,0.0868909013048751
linear,1101,pcalm,0.001,0.1,0.5,0.7084917059377859,0.8710164210024232,0.092987868331597
linear,1102,pcalm,0.001,0.1,0.5,0.6758204599097594,0.8594681439972192,0.08758220399881264
linear,1103,pcalm,0.001,0.1,0.5,0.6746328458925429,0.990156276999187,0.0898974846211846
linear,1104,pcalm,0.001,0.1,0.5,0.620383863077343,0.8968971290014451,0.08825071675336806
linear,1100,pcalm,0.003,0.05,0.2,0.5998274131659294,0.8164876049995655,0.07160618372087797
linear,1101,pcalm,0.003,0.05,0.2,0.5624501824110116,0.8875131679997139,0.07933956359956987
linear,1102,pcalm,0.003,0.05,0.2,0.5448974633230687,0.9508949289993325,0.07335713310628386
linear,1103,pcalm,0.003,0.05,0.2,0.5051729810673931,1.007217849000881,0.07466560829770127
linear,1104,pcalm,0.003,0.05,0.2,0.45673808185485215,0.9462891069997568,0.0740045043653904
linear,1100,pcalm,0.003,0.05,0.5,0.6031225103327515,0.9282347490006941,0.06032661754816364
linear,1101,pcalm,0.003,0.05,0.5,0.5788634054905227,0.9726016310014529,0.06893541135839408
linear,1102,pcalm,0.003,0.05,0.5,0.545411800926817,0.8605801189987687,0.06138459366291159
linear,1103,pcalm,0.003,0.05,0.5,0.5112128878551687,0.850014124000154,0.06332828954798037
linear,1104,pcalm,0.003,0.05,0.5,0.4504440790996207,0.8329160809989844,0.06364757827527888
linear,1100,pcalm,0.003,0.1,0.2,0.6621444093544699,0.8982253539979865,0.0968774222991647
linear,1101,pcalm,0.003,0.1,0.2,0.6236558741092139,0.893219888999738,0.10729861304531862
linear,1102,pcalm,0.003,0.1,0.2,0.6375291317307502,0.8778788739982701,0.10583056206321617
linear,1103,pcalm,0.003,0.1,0.2,0.5860664863668531,0.9090160679988912,0.11083910580663538
linear,1104,pcalm,0.003,0.1,0.2,0.5344398323606063,0.8537177239995799,0.11216139942657334
linear,1100,pcalm,0.003,0.1,0.5,0.6526387346961876,0.8817455610005709,0.11521310683818553
linear,1101,pcalm,0.003,0.1,0.5,0.6137868011206089,0.8529803639976308,0.13117410614254935
linear,1102,pcalm,0.003,0.1,0.5,0.6147255935466318,0.8605913950013928,0.1230548398331337
linear,1103,pcalm,0.003,0.1,0.5,0.589397744623599,0.861089684000035,0.1285250778308903
linear,1104,pcalm,0.003,0.1,0.5,0.5230942660930994,0.8622222129997681,0.1404291889141482
linear,1100,tp,0.001,0.05,0.2,0.6703950667393835,0.8382650640014617,0.09044617990620966
linear,1101,tp,0.001,0.05,0.2,0.6825444458193933,0.9011786019982537,0.09677636405234166
linear,1102,tp,0.001,0.05,0.2,0.6472509828219062,0.9187223280023318,0.09122376050521944
linear,1103,tp,0.001,0.05,0.2,0.6334357556966764,0.8730169439986639,0.09531291405901203
linear,1104,tp,0.001,0.05,0.2,0.5821340254305506,0.9113111610022315,0.08968800573239816
linear,1100,tp,0.001,0.05,0.5,0.6751287296864238,0.8758916939987103,0.07447654880199123
linear,1101,tp,0.001,0.05,0.5,0.6830328423795429,0.8345960070000729,0.07807618999962178
linear,1102,tp,0.001,0.05,0.5,0.6487577275706468,0.8423981689993525,0.0743850199848917
linear,1103,tp,0.001,0.05,0.5,0.639858722046346,0.8393361650014413,0.07852753261974078
linear,1104,tp,0.001,0.05,0.5,0.5830469464594344,0.8427527120002196,0.07359631466993165
linear,1100,tp,0.001,0.1,0.2,0.7016792521621076,0.835867623998638,0.10652568538747259
linear,1101,tp,0.001,0.1,0.2,0.7080203055823001,0.9021286150018568,0.11347480531058966
linear,1102,tp,0.001,0.1,0.2,0.6748503874088891,0.9164181490014016,0.1087778481357927
linear,1103,tp,0.001,0.1,0.2,0.66975278795521,1.0463392099991324,0.10953853610638167
linear,1104,tp,0.001,0.1,0.2,0.6292297871635008,0.8857071790007467,0.10605625054366531
linear,1100,tp,0.001,0.1,0.5,0.7046469179347948,0.9268884359989897,0.08992124316114224
linear,1101,tp,0.001,0.1,0.5,0.7065789741635644,0.8558781940009794,0.09336343402472312
linear,1102,tp,0.001,0.1,0.5,0.6715195577240257,0.9380752039978688,0.088536980429824
linear,1103,tp,0.001,0.1,0.5,0.6768690785945845,1.0570068710003397,0.09165416546863094
linear,1104,tp,0.001,0.1,0.5,0.6208977941236427,0.8922700670009363,0.09118326225406584
linear,1100,tp,0.003,0.05,0.2,0.5915403121749162,0.8303382499980216,0.07103984217523103
linear,1101,tp,0.003,0.05,0.2,0.5641079716043639,0.8291586490013287,0.07739273156444738
linear,1102,tp,0.003,0.05,0.2,0.5469204626565088,0.8346810790026211,0.07222263585983235
linear,1103,tp,0.003,0.05,0.2,0.5112166825485597,0.8314722559989605,0.07351890845135858
linear,1104,tp,0.003,0.05,0.2,0.4686704693811005,0.8835689129991806,0.07355304804994063
linear,1100,tp,0.003,0.05,0.5,0.5943304594166011,0.8597680849998142,0.06097635879949332
linear,1101,tp,0.003,0.05,0.5,0.5743892230985507,0.8745469259993115,0.0669489469648421
linear,1102,tp,0.003,0.05,0.5,0.5432906806554364,1.0225319010023668,0.061312348416069196
linear,1103,tp,0.003,0.05,0.5,0.5185391393643649,0.9901938180009893,0.06391029330609764
linear,1104,tp,0.003,0.05,0.5,0.4529767553559237,0.8391652560021612,0.0637775418608831
linear,1100,tp,0.003,0.1,0.2,0.6565385799960427,0.8166792939991865,0.09791202718848153
linear,1101,tp,0.003,0.1,0.2,0.6283207084595172,0.8465191220020643,0.10730039962446626
linear,1102,tp,0.003,0.1,0.2,0.6424033534871315,0.8479653019967373,0.11586417496710127
linear,1103,tp,0.003,0.1,0.2,0.5991863390684441,0.8859040390016162,0.10799001014264477
linear,1104,tp,0.003,0.1,0.2,0.5460292777411163,0.9348644160018011,0.1151595809883129
linear,1100,tp,0.003,0.1,0.5,0.6477391517935605,0.8982738230006362,0.1161212123679446
linear,1101,tp,0.003,0.1,0.5,0.6157619270739616,0.9130954920001386,0.1380663511271521
linear,1102,tp,0.003,0.1,0.5,0.6384165054451277,0.8725557800025854,0.14346585883091684
linear,1103,tp,0.003,0.1,0.5,0.5869379835655276,0.8687193900004786,0.11916518795583786
linear,1104,tp,0.003,0.1,0.5,0.5304435865924644,0.9158178430006956,0.12876718370368906
linear,1100,shuffle,0.001,0.05,0.2,0.673627819656707,0.884254280001187,0.09064521398301402
linear,1101,shuffle,0.001,0.05,0.2,0.6824074744938194,0.87267117400188,0.09852400997389997
linear,1102,shuffle,0.001,0.05,0.2,0.6492800448843902,0.9427533790003508,0.09370075892070943
linear,1103,shuffle,0.001,0.05,0.2,0.6350579046298476,0.8370681579981465,0.09698065067267495
linear,1104,shuffle,0.001,0.05,0.2,0.585006160156014,0.8444815410002775,0.08974380079336412
linear,1100,shuffle,0.001,0.05,0.5,0.6787079187446343,0.8552003810000315,0.07559495400696088
linear,1101,shuffle,0.001,0.05,0.5,0.6849472162211425,0.8645866890001344,0.08002581208470677
linear,1102,shuffle,0.001,0.05,0.5,0.6510556705739117,0.8701442170022347,0.07638734284542331
linear,1103,shuffle,0.001,0.05,0.5,0.6426767307515928,0.8583541139996669,0.08004262037156108
linear,1104,shuffle,0.001,0.05,0.5,0.5867441642265315,0.8613085409997439,0.07371400201497222
linear,1100,shuffle,0.001,0.1,0.2,0.7072679249944739,0.8656939969987434,0.10784705422993267
linear,1101,shuffle,0.001,0.1,0.2,0.7102892879366403,0.8596596410025086,0.11639974252302683
linear,1102,shuffle,0.001,0.1,0.2,0.6796738090772626,0.8448106079995341,0.11112999676261161
linear,1103,shuffle,0.001,0.1,0.2,0.6722563986877642,1.00858889400115,0.11172591821983127
linear,1104,shuffle,0.001,0.1,0.2,0.6310474222863646,0.915905957997893,0.10634897368077195
linear,1100,shuffle,0.001,0.1,0.5,0.710725451726193,0.8586584529984975,0.09198609755983868
linear,1101,shuffle,0.001,0.1,0.5,0.7100897762409183,0.8425851020001573,0.09750054462475354
linear,1102,shuffle,0.001,0.1,0.5,0.6802985909736862,0.8422677410017059,0.09132026945283389
linear,1103,shuffle,0.001,0.1,0.5,0.6819467458442444,0.8311296520005271,0.09428142652639943
linear,1104,shuffle,0.001,0.1,0.5,0.6263639864522735,0.841435141999682,0.09211703991723473
linear,1100,shuffle,0.003,0.05,0.2,0.6009531388120335,0.8271309099982318,0.07106778909894737
linear,1101,shuffle,0.003,0.05,0.2,0.5572264000490672,0.8186988859997655,0.07985750994901179
linear,1102,shuffle,0.003,0.05,0.2,0.555652039464068,0.8726841960015008,0.07349794775414772
linear,1103,shuffle,0.003,0.05,0.2,0.4950577104039195,0.8732576549991791,0.0750781242469987
linear,1104,shuffle,0.003,0.05,0.2,0.47687231966372484,0.8591594199970132,0.07647938757968717
linear,1100,shuffle,0.003,0.05,0.5,0.6036834899793376,0.8438125009997748,0.06175054970430897
linear,1101,shuffle,0.003,0.05,0.5,0.582049317328113,0.8164319030001934,0.07079108241294049
linear,1102,shuffle,0.003,0.05,0.5,0.5601018387069706,0.8384477239997068,0.06299698640229001
linear,1103,shuffle,0.003,0.05,0.5,0.512736522294197,0.8387200739998661,0.06540439561729551
linear,1104,shuffle,0.003,0.05,0.5,0.4708711797483227,0.8435986539989244,0.06592303075766622
linear,1100,shuffle,0.003,0.1,0.2,0.6838402021170432,0.8124712579992774,0.10108976845879734
linear,1101,shuffle,0.003,0.1,0.2,0.6278193515818872,0.850335006001842,0.10512490728450066
linear,1102,shuffle,0.003,0.1,0.2,0.6400745200746109,0.8455225269972289,0.10715537472271178
linear,1103,shuffle,0.003,0.1,0.2,0.5947165306484042,0.8414251569993212,0.11882928135403012
linear,1104,shuffle,0.003,0.1,0.2,0.5565421842471886,0.8316792320001696,0.11996389643334134
linear,1100,shuffle,0.003,0.1,0.5,0.6751882226124875,0.8558784090018889,0.12296487775032743
linear,1101,shuffle,0.003,0.1,0.5,0.6273417276440386,0.845595446000516,0.13071588802149067
linear,1102,shuffle,0.003,0.1,0.5,0.6200513383365701,0.869910613000684,0.11736336196738043
linear,1103,shuffle,0.003,0.1,0.5,0.6030613810148685,0.833855617998779,0.13865309404964854
linear,1104,shuffle,0.003,0.1,0.5,0.5422999487936195,0.8207088999988628,0.14287803158324178
