task,seed,method,lr,eta,alpha,validation_mse,runtime_seconds,residual,test_mse,r2,noisy_input_mse,initial_test_mse
nonlinear,1203,shuffle,0.003,0.05,0.2,0.019616945113552144,0.8589358789977268,0.01597911053249755,0.021885323871108326,0.935647520913389,0.03653785902513001,0.4010165899007408
nonlinear,1204,shuffle,0.003,0.05,0.2,0.020977807649869017,0.8355177810008172,0.01614560342654718,0.019161055292859653,0.9161782477123849,0.028546737805409925,0.38645583729937
nonlinear,1205,shuffle,0.003,0.05,0.2,0.017403305492704513,0.8389712879979925,0.0166413410987092,0.01762203205299608,0.9451627582287517,0.033972527236803295,0.40871848588464416
nonlinear,1206,shuffle,0.003,0.05,0.2,0.02247790334074939,0.8241929679970781,0.016509427672224786,0.02113231725455329,0.922254792761181,0.032506762080878736,0.5358478256047619
nonlinear,1207,shuffle,0.003,0.05,0.2,0.013785967792578117,1.0123794749997614,0.013853333749222835,0.014516415797317899,0.9334246321789453,0.024828105820526403,0.372083209595268
nonlinear,1208,shuffle,0.003,0.05,0.2,0.015456555739068711,0.8946353430001182,0.012904800728385842,0.014338673469359471,0.9550815193851255,0.0290372520849007,0.4518682531538773
nonlinear,1209,shuffle,0.003,0.05,0.2,0.01826423019606034,0.8861756420010352,0.015323101118014337,0.01956533635368799,0.9411921590666242,0.033152686368323546,0.4857821229651915
nonlinear,1210,shuffle,0.003,0.05,0.2,0.0173446025255001,0.9188086039976042,0.015115113034592469,0.017184743552063786,0.9391612877560122,0.029784770063957088,0.4915850379898905
nonlinear,1211,shuffle,0.003,0.05,0.2,0.021496484444804138,0.8212230009994528,0.015307524018880555,0.022428469824160153,0.9272869206464243,0.036254905505484915,0.4179274904385668
nonlinear,1212,shuffle,0.003,0.05,0.2,0.011144501880465271,0.8588898820016766,0.012586101118223756,0.011813677894335845,0.9579622378798551,0.025054587858641248,0.32725561198804115
nonlinear,1213,shuffle,0.003,0.05,0.2,0.016540577503752745,0.834668932002387,0.015037302409681604,0.01809893718619301,0.9570223141117637,0.03793965180251807,0.5645608524665656
nonlinear,1214,shuffle,0.003,0.05,0.2,0.01111462941079533,0.8412098370026797,0.010826699626100531,0.009992943426325996,0.9643103111836594,0.022112030933476468,0.40572815789475847
nonlinear,1215,shuffle,0.003,0.05,0.2,0.01471842571690987,0.8628950309976062,0.014209113467386634,0.015309797776183298,0.9545830560105457,0.032193217916797155,0.41231139727641075
nonlinear,1216,shuffle,0.003,0.05,0.2,0.01280121698181371,0.8800640640001802,0.011759819824759184,0.012785466665855843,0.9421689972601212,0.021671616550418982,0.3964935652814769
nonlinear,1217,shuffle,0.003,0.05,0.2,0.018119379915164043,0.9007042789999105,0.014836700157959532,0.01861202962599116,0.9406657857844261,0.028903252721847406,0.404892994596642
nonlinear,1218,shuffle,0.003,0.05,0.2,0.019012165868963756,0.822477688001527,0.015207502319361965,0.01843829736554121,0.9492209904973347,0.03537511280478111,0.43780976002017463
nonlinear,1219,shuffle,0.003,0.05,0.2,0.017053603623724586,0.8332846089979284,0.014524001039951755,0.017618605467722297,0.9334120609084116,0.028925049891314714,0.4011748545021209
nonlinear,1200,tp,0.003,0.05,0.2,0.013543241213141932,0.8324939390004147,0.01399134915625034,0.015891261618402003,0.9528268144509646,0.0325440580609346,0.4341970820670758
nonlinear,1201,tp,0.003,0.05,0.2,0.019505854136876718,0.887443682000594,0.016379350186072894,0.017846166722523257,0.9561975035231959,0.03719615648581794,0.43868341336705113
nonlinear,1202,tp,0.003,0.05,0.2,0.023591744635048758,0.9403222279979673,0.016769977104007825,0.021796445823453383,0.9198937553325589,0.030661189193924427,0.46222503837380774
nonlinear,1203,tp,0.003,0.05,0.2,0.01986464048683542,0.8582344870010274,0.015700557467344067,0.021535363986034294,0.9366765569156896,0.03605060584430623,0.4010165899007408
nonlinear,1204,tp,0.003,0.05,0.2,0.020073933426551,0.9327470640018873,0.01536542773342411,0.01839271569000044,0.9195394181113675,0.027998528778859017,0.38645583729937
nonlinear,1205,tp,0.003,0.05,0.2,0.017624121617831928,0.810616843002208,0.016187764133234316,0.01784360160366042,0.9444732654970175,0.034297997931725034,0.40871848588464416
nonlinear,1206,tp,0.003,0.05,0.2,0.022906888743160842,0.8388245060014015,0.016336584436177214,0.02154516988155689,0.9207359194327688,0.032876157392831735,0.5358478256047619
nonlinear,1207,tp,0.003,0.05,0.2,0.013701057683180464,1.0103316550012096,0.013623132010408334,0.014483154578324347,0.9335771751977999,0.02478402678319884,0.372083209595268
nonlinear,1208,tp,0.003,0.05,0.2,0.01503706677985243,0.9844475840000086,0.012473343412668914,0.014034680830359822,0.9560338311517022,0.028800470618971386,0.4518682531538773
nonlinear,1209,tp,0.003,0.05,0.2,0.018087543644930443,0.8103684100024111,0.015521119538029045,0.01938476272634106,0.9417349120743832,0.033013588336595734,0.4857821229651915
nonlinear,1210,tp,0.003,0.05,0.2,0.01740268080496629,0.9917399250007293,0.014770312127181428,0.017091367829407636,0.9394918634613778,0.029740240461974533,0.4915850379898905
nonlinear,1211,tp,0.003,0.05,0.2,0.021656752577989297,0.8412819080003828,0.01524197279903411,0.0227115380990994,0.9263692135491721,0.03646996846237153,0.4179274904385668
nonlinear,1212,tp,0.003,0.05,0.2,0.011303957813445745,0.8218426819985325,0.012388878586461483,0.011891041839570604,0.9576869462090019,0.025048606934446205,0.32725561198804115
nonlinear,1213,tp,0.003,0.05,0.2,0.016627553756966285,0.8373057179996977,0.01497346156607751,0.018160337796776616,0.9568765123926981,0.03784095912197847,0.5645608524665656
nonlinear,1214,tp,0.003,0.05,0.2,0.011215817286753834,0.8675822749974031,0.01085270891781011,0.009987061492487426,0.9643313184464228,0.0220318913991763,0.40572815789475847
nonlinear,1215,tp,0.003,0.05,0.2,0.01510006901942384,0.9148607940005604,0.014029605498571338,0.01575587644717699,0.9532597511366612,0.03255917883171423,0.41231139727641075
nonlinear,1216,tp,0.003,0.05,0.2,0.013031329145654053,0.8856402239980525,0.011782670125946583,0.012916316555443551,0.9415771392919275,0.021771599193737296,0.3964935652814769
nonlinear,1217,tp,0.003,0.05,0.2,0.01750054343159255,0.845243511001172,0.014252675955439466,0.01800155252379392,0.9426119560776912,0.028054612519416613,0.404892994596642
nonlinear,1218,tp,0.003,0.05,0.2,0.018795219887994236,0.8291280510020442,0.014947939895069165,0.018101981827705966,0.9501472023678269,0.03513366611453872,0.43780976002017463
nonlinear,1219,tp,0.003,0.05,0.2,0.016654014993415647,0.8720770399995672,0.014423083695028606,0.017208479753908146,0.9349620942581782,0.02848526596645799,0.4011748545021209
