task,seed,method,epoch,validation_mse
nonlinear,1214,bp,5,0.0434999101407072
nonlinear,1214,bp,6,0.03747046686702067
nonlinear,1214,bp,7,0.03319963328684767
nonlinear,1214,bp,8,0.029794137740223076
nonlinear,1214,bp,9,0.027292611730214588
nonlinear,1214,bp,10,0.024860238519871417
nonlinear,1214,bp,11,0.022995464966336792
nonlinear,1214,bp,12,0.021304867014639284
nonlinear,1214,bp,13,0.019952221181113033
nonlinear,1214,bp,14,0.018482406223592762
nonlinear,1214,bp,15,0.01716186886262738
nonlinear,1214,bp,16,0.01585108813063685
nonlinear,1214,bp,17,0.014598263833511073
nonlinear,1214,bp,18,0.013336417689508018
nonlinear,1214,bp,19,0.011976284038995122
nonlinear,1214,bp,20,0.010862894654100702
nonlinear,1214,bp,21,0.009928083660959968
nonlinear,1214,bp,22,0.00898134541053167
nonlinear,1214,bp,23,0.008391440038382434
nonlinear,1214,bp,24,0.007771925784945268
nonlinear,1214,bp,25,0.007327769302787668
nonlinear,1214,bp,26,0.007019877571599087
nonlinear,1214,bp,27,0.00656621252816558
nonlinear,1214,bp,28,0.006247507740261109
nonlinear,1214,bp,29,0.005942122435608311
nonlinear,1214,bp,30,0.005753902892757376
nonlinear,1214,bp,31,0.005461915465474971
nonlinear,1214,bp,32,0.005302739510848131
nonlinear,1214,bp,33,0.005016017518116699
nonlinear,1214,bp,34,0.004889840435806366
nonlinear,1214,bp,35,0.004650342132888382
nonlinear,1214,bp,36,0.004563698453112462
nonlinear,1214,bp,37,0.004457972872497116
nonlinear,1214,bp,38,0.004219845352754315
nonlinear,1214,bp,39,0.0041628612351345086
nonlinear,1214,bp,40,0.004068959835299295
nonlinear,1214,bp,41,0.003844111980460295
nonlinear,1214,bp,42,0.0037924912822853833
nonlinear,1214,bp,43,0.0036659236180559586
nonlinear,1214,bp,44,0.003610218551786275
nonlinear,1214,bp,45,0.003592081437027056
nonlinear,1214,bp,46,0.00342499649095099
nonlinear,1214,bp,47,0.0034192716250461626
nonlinear,1214,bp,48,0.003284078029685698
nonlinear,1214,bp,49,0.003239921470922691
nonlinear,1214,bp,50,0.0031929209189475727
nonlinear,1214,bp,51,0.003160458187406776
nonlinear,1214,bp,52,0.0031213268693548353
nonlinear,1214,bp,53,0.0029803623172568686
nonlinear,1214,bp,54,0.00295106824375679
nonlinear,1214,bp,55,0.0029323906320456263
nonlinear,1214,bp,56,0.0028404393870665235
nonlinear,1214,bp,57,0.002803195856768569
nonlinear,1214,bp,58,0.002774851893993572
nonlinear,1214,bp,59,0.002690872622550036
nonlinear,1214,bp,60,0.0026371870672614664
nonlinear,1215,bp,1,0.20566504695343954
nonlinear,1215,bp,2,0.13031676722389263
nonlinear,1215,bp,3,0.09241930603912452
nonlinear,1215,bp,4,0.07082230047477958
nonlinear,1215,bp,5,0.05774957877555873
nonlinear,1215,bp,6,0.0480457212406733
nonlinear,1215,bp,7,0.041389582720047724
nonlinear,1215,bp,8,0.03653246542618844
nonlinear,1215,bp,9,0.032641724004421675
nonlinear,1215,bp,10,0.029480860173443812
nonlinear,1215,bp,11,0.026538735398037114
nonlinear,1215,bp,12,0.02407218343683143
nonlinear,1215,bp,13,0.021790435155527862
nonlinear,1215,bp,14,0.019900717896946838
nonlinear,1215,bp,15,0.01857123578026165
nonlinear,1215,bp,16,0.017428901403018848
nonlinear,1215,bp,17,0.016423382582689956
nonlinear,1215,bp,18,0.015522185671380037
nonlinear,1215,bp,19,0.014822931000423402
nonlinear,1215,bp,20,0.013959997482416704
nonlinear,1215,bp,21,0.013401554951489474
nonlinear,1215,bp,22,0.012784249808249938
nonlinear,1215,bp,23,0.012219301252576392
nonlinear,1215,bp,24,0.01167693439806212
nonlinear,1215,bp,25,0.011321846675369458
nonlinear,1215,bp,26,0.010721945715617326
nonlinear,1215,bp,27,0.01031012571330918
nonlinear,1215,bp,28,0.009774058833792114
nonlinear,1215,bp,29,0.009529001090255363
nonlinear,1215,bp,30,0.00916414712547718
nonlinear,1215,bp,31,0.008796407282137665
nonlinear,1215,bp,32,0.008465240991120606
nonlinear,1215,bp,33,0.008322112927312239
nonlinear,1215,bp,34,0.00805857333623323
nonlinear,1215,bp,35,0.007755217041880878
nonlinear,1215,bp,36,0.0077296991079280316
nonlinear,1215,bp,37,0.007469228544087737
nonlinear,1215,bp,38,0.0072751453191665745
nonlinear,1215,bp,39,0.007082950495519648
nonlinear,1215,bp,40,0.00691719563941105
nonlinear,1215,bp,41,0.006799952728029853
nonlinear,1215,bp,42,0.0066751136081464185
nonlinear,1215,bp,43,0.006427848192617839
nonlinear,1215,bp,44,0.006354332136905334
nonlinear,1215,bp,45,0.006174940202494712
nonlinear,1215,bp,46,0.006022366831286523
nonlinear,1215,bp,47,0.005990357464220465
nonlinear,1215,bp,48,0.005774418616968039
nonlinear,1215,bp,49,0.005657284247333611
nonlinear,1215,bp,50,0.0056036517086878665
nonlinear,1215,bp,51,0.005485247443024155
nonlinear,1215,bp,52,0.005450556112947227
nonlinear,1215,bp,53,0.0052505423254917685
nonlinear,1215,bp,54,0.00518750339749677
nonlinear,1215,bp,55,0.005242157912172192
nonlinear,1215,bp,56,0.005012902177228214
nonlinear,1215,bp,57,0.004878573515569591
nonlinear,1215,bp,58,0.004927791511169557
nonlinear,1215,bp,59,0.004664768211050537
nonlinear,1215,bp,60,0.004640336338840006
nonlinear,1216,bp,1,0.1729232042281017
nonlinear,1216,bp,2,0.10553149400039442
nonlinear,1216,bp,3,0.0748829537571629
nonlinear,1216,bp,4,0.056531764601122435
nonlinear,1216,bp,5,0.045848524076197945
nonlinear,1216,bp,6,0.038970260448484395
nonlinear,1216,bp,7,0.03384105537786999
nonlinear,1216,bp,8,0.029947675080923514
nonlinear,1216,bp,9,0.02664078592345669
nonlinear,1216,bp,10,0.023873113645270696
nonlinear,1216,bp,11,0.02169216816902399
nonlinear,1216,bp,12,0.019879672776843157
nonlinear,1216,bp,13,0.01860208106800037
nonlinear,1216,bp,14,0.017382622445784496
nonlinear,1216,bp,15,0.016300424521965357
nonlinear,1216,bp,16,0.01549249657867247
nonlinear,1216,bp,17,0.014661540510905175
nonlinear,1216,bp,18,0.013954874375156773
nonlinear,1216,bp,19,0.013266426496165712
nonlinear,1216,bp,20,0.012738703449981714
nonlinear,1216,bp,21,0.012473154435148051
nonlinear,1216,bp,22,0.011787816950586534
nonlinear,1216,bp,23,0.011453130975917014
nonlinear,1216,bp,24,0.010847301459046855
nonlinear,1216,bp,25,0.010709114005088768
nonlinear,1216,bp,26,0.0102980727326901
nonlinear,1216,bp,27,0.00997837002288498
nonlinear,1216,bp,28,0.009507222893037072
nonlinear,1216,bp,29,0.009740830973148025
nonlinear,1216,bp,30,0.009161646561912007
nonlinear,1216,bp,31,0.00882435646249042
nonlinear,1216,bp,32,0.008703130525035295
nonlinear,1216,bp,33,0.008465789001366924
nonlinear,1216,bp,34,0.008204676421098374
nonlinear,1216,bp,35,0.008052777018902115
nonlinear,1216,bp,36,0.007829434171593713
nonlinear,1216,bp,37,0.007851347299250746
nonlinear,1216,bp,38,0.007494374437137743
nonlinear,1216,bp,39,0.007149305843696253
nonlinear,1216,bp,40,0.007087159120379618
nonlinear,1216,bp,41,0.006897156399091682
nonlinear,1216,bp,42,0.006739215491357679
nonlinear,1216,bp,43,0.006986218259159839
nonlinear,1216,bp,44,0.0065690923698907165
nonlinear,1216,bp,45,0.0065087159596619705
nonlinear,1216,bp,46,0.006337288283261722
nonlinear,1216,bp,47,0.006033199132337423
nonlinear,1216,bp,48,0.0059658802080607325
nonlinear,1216,bp,49,0.005896231909771714
nonlinear,1216,bp,50,0.0057230371043286475
nonlinear,1216,bp,51,0.005684608561220952
nonlinear,1216,bp,52,0.005536540318165982
nonlinear,1216,bp,53,0.005287815424406137
nonlinear,1216,bp,54,0.0051792297527596155
nonlinear,1216,bp,55,0.005228597287676647
nonlinear,1216,bp,56,0.005209422696842873
nonlinear,1216,bp,57,0.005064683728275483
nonlinear,1216,bp,58,0.00499269780364554
nonlinear,1216,bp,59,0.004907095385673716
nonlinear,1216,bp,60,0.004848728425255509
nonlinear,1217,bp,1,0.18616493094281114
nonlinear,1217,bp,2,0.12755302564251877
nonlinear,1217,bp,3,0.08844173709903069
nonlinear,1217,bp,4,0.06634253322379245
nonlinear,1217,bp,5,0.05209481239039188
nonlinear,1217,bp,6,0.04305619345841528
nonlinear,1217,bp,7,0.037052710179755914
nonlinear,1217,bp,8,0.03321255695933357
nonlinear,1217,bp,9,0.030093574657352493
nonlinear,1217,bp,10,0.02718079802413781
nonlinear,1217,bp,11,0.024930689636362264
nonlinear,1217,bp,12,0.022954974392304314
nonlinear,1217,bp,13,0.021250499672802407
nonlinear,1217,bp,14,0.020049980772747694
nonlinear,1217,bp,15,0.01885666744111821
nonlinear,1217,bp,16,0.01780952286620706
nonlinear,1217,bp,17,0.01713940348878706
nonlinear,1217,bp,18,0.0162109468002365
nonlinear,1217,bp,19,0.015578482284294962
nonlinear,1217,bp,20,0.014989430060914419
nonlinear,1217,bp,21,0.014645308647977022
nonlinear,1217,bp,22,0.013754692431570258
nonlinear,1217,bp,23,0.013407538644883211
nonlinear,1217,bp,24,0.012775713732402952
nonlinear,1217,bp,25,0.012588422757066295
nonlinear,1217,bp,26,0.01202161275004107
nonlinear,1217,bp,27,0.011706706935859323
nonlinear,1217,bp,28,0.011332046464276086
nonlinear,1217,bp,29,0.01086129321837033
nonlinear,1217,bp,30,0.010592273573733768
nonlinear,1217,bp,31,0.01008936020723287
nonlinear,1217,bp,32,0.009997846078920564
nonlinear,1217,bp,33,0.00965155063298199
nonlinear,1217,bp,34,0.009426195175114236
nonlinear,1217,bp,35,0.009035763046090916
nonlinear,1217,bp,36,0.008879612686392573
nonlinear,1217,bp,37,0.00864273831009822
nonlinear,1217,bp,38,0.008552746492983127
nonlinear,1217,bp,39,0.008221196332922719
nonlinear,1217,bp,40,0.00861309379487795
nonlinear,1217,bp,41,0.00815213469990663
nonlinear,1217,bp,42,0.00782745073185351
nonlinear,1217,bp,43,0.007655239693044641
nonlinear,1217,bp,44,0.007668590682020558
nonlinear,1217,bp,45,0.0074506063637110554
nonlinear,1217,bp,46,0.007232673321555548
nonlinear,1217,bp,47,0.007559195531101456
nonlinear,1217,bp,48,0.007099500574476153
nonlinear,1217,bp,49,0.007063669891118254
nonlinear,1217,bp,50,0.006920441177083267
nonlinear,1217,bp,51,0.006769621652322433
nonlinear,1217,bp,52,0.006857725847792511
nonlinear,1217,bp,53,0.006619129747636641
nonlinear,1217,bp,54,0.006601478687365048
nonlinear,1217,bp,55,0.006436460888681263
nonlinear,1217,bp,56,0.006618234936301017
nonlinear,1217,bp,57,0.006245562343134849
nonlinear,1217,bp,58,0.006341137343696362
nonlinear,1217,bp,59,0.0062496371066718065
nonlinear,1217,bp,60,0.006208770683404834
nonlinear,1218,bp,1,0.1940789369559874
nonlinear,1218,bp,2,0.12076833930250609
nonlinear,1218,bp,3,0.08596232792635826
nonlinear,1218,bp,4,0.06598727505563849
nonlinear,1218,bp,5,0.05360032025888928
nonlinear,1218,bp,6,0.04579308342569679
nonlinear,1218,bp,7,0.04044462746110791
nonlinear,1218,bp,8,0.03601267492521015
nonlinear,1218,bp,9,0.032795951536152605
nonlinear,1218,bp,10,0.030276369635329245
nonlinear,1218,bp,11,0.02833700789421259
nonlinear,1218,bp,12,0.026748424482424347
nonlinear,1218,bp,13,0.02513047420225988
nonlinear,1218,bp,14,0.023902852723155316
nonlinear,1218,bp,15,0.022651678973703307
nonlinear,1218,bp,16,0.021755296609108934
nonlinear,1218,bp,17,0.02065915606773277
nonlinear,1218,bp,18,0.019773142858070913
nonlinear,1218,bp,19,0.01895884441194572
nonlinear,1218,bp,20,0.01838832287952832
nonlinear,1218,bp,21,0.017509781415271732
nonlinear,1218,bp,22,0.016861863317758508
nonlinear,1218,bp,23,0.016287839973685072
nonlinear,1218,bp,24,0.01562524439146006
nonlinear,1218,bp,25,0.015128373118850964
nonlinear,1218,bp,26,0.014882599732727911
nonlinear,1218,bp,27,0.014162045510390804
nonlinear,1218,bp,28,0.013869929790856605
nonlinear,1218,bp,29,0.013372014985397045
nonlinear,1218,bp,30,0.013024069316837502
nonlinear,1218,bp,31,0.012696050596024668
nonlinear,1218,bp,32,0.012353161299018652
nonlinear,1218,bp,33,0.012006670936491508
nonlinear,1218,bp,34,0.01175609756874195
nonlinear,1218,bp,35,0.011458759943719638
nonlinear,1218,bp,36,0.011223708520905066
nonlinear,1218,bp,37,0.010770841811351392
nonlinear,1218,bp,38,0.010721281108935568
nonlinear,1218,bp,39,0.01022561840841841
nonlinear,1218,bp,40,0.01012214247788906
nonlinear,1218,bp,41,0.009974181728276082
nonlinear,1218,bp,42,0.009649140982454554
nonlinear,1218,bp,43,0.009477203841059623
nonlinear,1218,bp,44,0.00949405699922969
nonlinear,1218,bp,45,0.00924885072315316
nonlinear,1218,bp,46,0.008873829355934773
nonlinear,1218,bp,47,0.008789770957848216
nonlinear,1218,bp,48,0.008478966628875033
nonlinear,1218,bp,49,0.008407649893997596
nonlinear,1218,bp,50,0.008148148269073709
nonlinear,1218,bp,51,0.008181692642410861
nonlinear,1218,bp,52,0.007963427793385608
nonlinear,1218,bp,53,0.007767926772882859
nonlinear,1218,bp,54,0.007746307783657916
nonlinear,1218,bp,55,0.007533019910077712
nonlinear,1218,bp,56,0.007474583661241263
nonlinear,1218,bp,57,0.0075174547135022154
nonlinear,1218,bp,58,0.007171492925663472
nonlinear,1218,bp,59,0.00713159830438033
nonlinear,1218,bp,60,0.007145685578767121
nonlinear,1219,bp,1,0.16435571162776552
nonlinear,1219,bp,2,0.09700067098646208
nonlinear,1219,bp,3,0.06887520022221177
nonlinear,1219,bp,4,0.05210444349091605
nonlinear,1219,bp,5,0.04358708940588918
nonlinear,1219,bp,6,0.03823648314872816
nonlinear,1219,bp,7,0.03416980460465464
nonlinear,1219,bp,8,0.03133128360950522
nonlinear,1219,bp,9,0.02865699450820024
nonlinear,1219,bp,10,0.026396033659849622
nonlinear,1219,bp,11,0.024535578628303426
nonlinear,1219,bp,12,0.023132562754689
nonlinear,1219,bp,13,0.021680937676279235
nonlinear,1219,bp,14,0.020373027248391844
nonlinear,1219,bp,15,0.019620701440989232
nonlinear,1219,bp,16,0.01857406887709213
nonlinear,1219,bp,17,0.01772292579250193
nonlinear,1219,bp,18,0.017083139278686224
nonlinear,1219,bp,19,0.016336182742642397
nonlinear,1219,bp,20,0.015822938411398545
nonlinear,1219,bp,21,0.01517722702859188
nonlinear,1219,bp,22,0.014676562185378758
nonlinear,1219,bp,23,0.01424298502192099
nonlinear,1219,bp,24,0.01386320259217072
nonlinear,1219,bp,25,0.013722398020993168
nonlinear,1219,bp,26,0.012978638814217276
nonlinear,1219,bp,27,0.012697685235291472
nonlinear,1219,bp,28,0.01250898652653216
nonlinear,1219,bp,29,0.012023566398118407
nonlinear,1219,bp,30,0.011922478184520252
nonlinear,1219,bp,31,0.011407449899102204
nonlinear,1219,bp,32,0.011659118132990304
nonlinear,1219,bp,33,0.011190793984650999
nonlinear,1219,bp,34,0.01104815729106455
nonlinear,1219,bp,35,0.01078562371868127
nonlinear,1219,bp,36,0.010642007340123697
nonlinear,1219,bp,37,0.010345975366121075
nonlinear,1219,bp,38,0.010146102984734126
nonlinear,1219,bp,39,0.010026578393806959
nonlinear,1219,bp,40,0.009876169285072437
nonlinear,1219,bp,41,0.009746142785084082
nonlinear,1219,bp,42,0.00963032007103844
nonlinear,1219,bp,43,0.009425597285182873
nonlinear,1219,bp,44,0.009252993207902084
nonlinear,1219,bp,45,0.009103175340214036
nonlinear,1219,bp,46,0.008853384740391079
nonlinear,1219,bp,47,0.008836679722285688
nonlinear,1219,bp,48,0.008487889867454478
nonlinear,1219,bp,49,0.008435870021037253
nonlinear,1219,bp,50,0.008180415250077436
nonlinear,1219,bp,51,0.008045132371974765
nonlinear,1219,bp,52,0.007836852699463139
nonlinear,1219,bp,53,0.0078030172884565804
nonlinear,1219,bp,54,0.0076159110765264305
nonlinear,1219,bp,55,0.007616692749278647
nonlinear,1219,bp,56,0.007401340733424875
nonlinear,1219,bp,57,0.007252554121508415
nonlinear,1219,bp,58,0.007296788501098785
nonlinear,1219,bp,59,0.007105231814647123
nonlinear,1219,bp,60,0.006863285265539777
nonlinear,1200,pc,1,0.2860911478023105
nonlinear,1200,pc,2,0.19412444853492997
nonlinear,1200,pc,3,0.14065152625461497
nonlinear,1200,pc,4,0.10721976670336753
nonlinear,1200,pc,5,0.08395784326216778
nonlinear,1200,pc,6,0.06750521517559589
nonlinear,1200,pc,7,0.05605072310916779
nonlinear,1200,pc,8,0.04782411399248257
nonlinear,1200,pc,9,0.041688574167228064
nonlinear,1200,pc,10,0.03730312601817595
nonlinear,1200,pc,11,0.03392756787887619
nonlinear,1200,pc,12,0.030980656684601714
nonlinear,1200,pc,13,0.02851269669092867
nonlinear,1200,pc,14,0.026340415886838733
nonlinear,1200,pc,15,0.024713556847865494
nonlinear,1200,pc,16,0.02324143203536633
nonlinear,1200,pc,17,0.0219915439840502
nonlinear,1200,pc,18,0.020742324659257783
nonlinear,1200,pc,19,0.019918538936932045
nonlinear,1200,pc,20,0.0189114521284074
nonlinear,1200,pc,21,0.018108468457039617
nonlinear,1200,pc,22,0.017355827272825083
nonlinear,1200,pc,23,0.016760839874116803
nonlinear,1200,pc,24,0.016031177607962094
nonlinear,1200,pc,25,0.015478928325833535
nonlinear,1200,pc,26,0.014970722027044947
nonlinear,1200,pc,27,0.014406431816376915
nonlinear,1200,pc,28,0.013997262444021509
nonlinear,1200,pc,29,0.013557991814830632
nonlinear,1200,pc,30,0.013101589150118264
nonlinear,1200,pc,31,0.012817506038576338
nonlinear,1200,pc,32,0.012401260553794492
nonlinear,1200,pc,33,0.011989613781961986
nonlinear,1200,pc,34,0.011741882237364705
nonlinear,1200,pc,35,0.01143429118846548
nonlinear,1200,pc,36,0.011172516178869848
nonlinear,1200,pc,37,0.01085537088926949
nonlinear,1200,pc,38,0.010645090210667153
nonlinear,1200,pc,39,0.010443521326745963
nonlinear,1200,pc,40,0.010173473986471933
nonlinear,1200,pc,41,0.010035398082183537
nonlinear,1200,pc,42,0.009814693883888115
nonlinear,1200,pc,43,0.009641915389426431
nonlinear,1200,pc,44,0.009398446168188385
nonlinear,1200,pc,45,0.009269912300486833
nonlinear,1200,pc,46,0.009091887956391655
nonlinear,1200,pc,47,0.008951343604024492
nonlinear,1200,pc,48,0.008795991033431105
nonlinear,1200,pc,49,0.008581535572814677
nonlinear,1200,pc,50,0.00850011771956547
nonlinear,1200,pc,51,0.008380988131088021
nonlinear,1200,pc,52,0.008298524543593639
nonlinear,1200,pc,53,0.008152889974035392
nonlinear,1200,pc,54,0.008012970384355889
nonlinear,1200,pc,55,0.007930307248599036
nonlinear,1200,pc,56,0.007734916790504626
nonlinear,1200,pc,57,0.007678608961926794
nonlinear,1200,pc,58,0.00760249080250177
nonlinear,1200,pc,59,0.00746393032159139
nonlinear,1200,pc,60,0.007395852115195109
nonlinear,1201,pc,1,0.26315379676825296
nonlinear,1201,pc,2,0.1776302631900347
nonlinear,1201,pc,3,0.13010170465411586
nonlinear,1201,pc,4,0.10222254709967353
nonlinear,1201,pc,5,0.0825185049420572
nonlinear,1201,pc,6,0.06850549313123391
nonlinear,1201,pc,7,0.058586677925133064
nonlinear,1201,pc,8,0.05130080977286953
nonlinear,1201,pc,9,0.04586829624931075
nonlinear,1201,pc,10,0.04161896714070539
nonlinear,1201,pc,11,0.03864420696312543
nonlinear,1201,pc,12,0.035895131618178165
nonlinear,1201,pc,13,0.03344056653985162
nonlinear,1201,pc,14,0.03182000231880641
nonlinear,1201,pc,15,0.030406687334963083
nonlinear,1201,pc,16,0.02915337921751104
nonlinear,1201,pc,17,0.02794721213208796
nonlinear,1201,pc,18,0.027095465065583496
nonlinear,1201,pc,19,0.026209883718738818
nonlinear,1201,pc,20,0.025261218229637224
nonlinear,1201,pc,21,0.02461983914591583
nonlinear,1201,pc,22,0.02388316901697955
nonlinear,1201,pc,23,0.023299431465465408
nonlinear,1201,pc,24,0.022809986325705193
nonlinear,1201,pc,25,0.022081987505233557
nonlinear,1201,pc,26,0.02190836293001658
nonlinear,1201,pc,27,0.021144092731081466
nonlinear,1201,pc,28,0.02077673145597705
nonlinear,1201,pc,29,0.020323903422962097
nonlinear,1201,pc,30,0.01980305138679436
nonlinear,1201,pc,31,0.019431580018250322
nonlinear,1201,pc,32,0.019147743318685597
nonlinear,1201,pc,33,0.018686618080429433
nonlinear,1201,pc,34,0.018338447625919654
nonlinear,1201,pc,35,0.018028423476451755
nonlinear,1201,pc,36,0.017692741360758973
nonlinear,1201,pc,37,0.017531051878289614
nonlinear,1201,pc,38,0.01708979532943435
nonlinear,1201,pc,39,0.01674339982485236
nonlinear,1201,pc,40,0.01657151656415397
nonlinear,1201,pc,41,0.016298496823950546
nonlinear,1201,pc,42,0.016118779909127447
nonlinear,1201,pc,43,0.015831122368596063
nonlinear,1201,pc,44,0.015642104890628054
nonlinear,1201,pc,45,0.015437541800550939
nonlinear,1201,pc,46,0.01517234814012497
nonlinear,1201,pc,47,0.015089311767426066
nonlinear,1201,pc,48,0.014821808278159711
nonlinear,1201,pc,49,0.014727365701741135
nonlinear,1201,pc,50,0.014475469201226304
nonlinear,1201,pc,51,0.014343885106958795
nonlinear,1201,pc,52,0.014165344670669442
nonlinear,1201,pc,53,0.014096861400633806
nonlinear,1201,pc,54,0.013696289964844496
nonlinear,1201,pc,55,0.013745864698624405
nonlinear,1201,pc,56,0.013574572302389723
nonlinear,1201,pc,57,0.013334062979992402
nonlinear,1201,pc,58,0.013300685995215333
nonlinear,1201,pc,59,0.013277368570161159
nonlinear,1201,pc,60,0.01309779486488065
nonlinear,1202,pc,1,0.27326236796394354
nonlinear,1202,pc,2,0.18395589372015553
nonlinear,1202,pc,3,0.1330504484711396
nonlinear,1202,pc,4,0.10275991209281558
nonlinear,1202,pc,5,0.08308046204873103
nonlinear,1202,pc,6,0.07059761779822486
nonlinear,1202,pc,7,0.06116243146412894
nonlinear,1202,pc,8,0.05479677421192791
nonlinear,1202,pc,9,0.050058025260647364
nonlinear,1202,pc,10,0.04647814436571942
nonlinear,1202,pc,11,0.04395367716722093
nonlinear,1202,pc,12,0.041792655001298064
nonlinear,1202,pc,13,0.03931892844481167
nonlinear,1202,pc,14,0.03808664458780939
nonlinear,1202,pc,15,0.03597869868926531
nonlinear,1202,pc,16,0.03469568576428884
nonlinear,1202,pc,17,0.03337359844456929
nonlinear,1202,pc,18,0.03199328529565314
nonlinear,1202,pc,19,0.03116360430690701
nonlinear,1202,pc,20,0.03019162202907123
nonlinear,1202,pc,21,0.02910786042650666
nonlinear,1202,pc,22,0.02835676623403294
nonlinear,1202,pc,23,0.02747541952177941
nonlinear,1202,pc,24,0.02701314256699916
nonlinear,1202,pc,25,0.025885462961093304
nonlinear,1202,pc,26,0.025451074095921945
nonlinear,1202,pc,27,0.02496765482933304
nonlinear,1202,pc,28,0.024042906865428513
nonlinear,1202,pc,29,0.023556497085088276
nonlinear,1202,pc,30,0.02292361059299759
nonlinear,1202,pc,31,0.022476878658192034
nonlinear,1202,pc,32,0.021957445100618558
nonlinear,1202,pc,33,0.021447846360291137
nonlinear,1202,pc,34,0.020984001783987627
nonlinear,1202,pc,35,0.02063926691342727
nonlinear,1202,pc,36,0.02006163392220374
nonlinear,1202,pc,37,0.019877664351760794
nonlinear,1202,pc,38,0.019409637670947902
nonlinear,1202,pc,39,0.019097042919638107
nonlinear,1202,pc,40,0.018925467159887813
nonlinear,1202,pc,41,0.01867602275822779
nonlinear,1202,pc,42,0.01847755940056088
nonlinear,1202,pc,43,0.017997933747384075
nonlinear,1202,pc,44,0.01789563960716623
nonlinear,1202,pc,45,0.017503392583246503
nonlinear,1202,pc,46,0.017352016394906012
nonlinear,1202,pc,47,0.01735593322803225
nonlinear,1202,pc,48,0.017108849353909574
nonlinear,1202,pc,49,0.016891505952842816
nonlinear,1202,pc,50,0.016840088950727816
nonlinear,1202,pc,51,0.016709499493593905
nonlinear,1202,pc,52,0.01646178495991835
nonlinear,1202,pc,53,0.01647608221385956
nonlinear,1202,pc,54,0.016305041861859094
nonlinear,1202,pc,55,0.016208188731081787
nonlinear,1202,pc,56,0.01607613323809274
nonlinear,1202,pc,57,0.01615568478116091
nonlinear,1202,pc,58,0.015957032747437608
nonlinear,1202,pc,59,0.015666962738944648
nonlinear,1202,pc,60,0.016041488191639322
nonlinear,1203,pc,1,0.2368326873758888
nonlinear,1203,pc,2,0.16781566935583822
nonlinear,1203,pc,3,0.12942199692548978
nonlinear,1203,pc,4,0.1046399954557231
nonlinear,1203,pc,5,0.08758794879660775
nonlinear,1203,pc,6,0.07501918660067715
nonlinear,1203,pc,7,0.06453610743132702
nonlinear,1203,pc,8,0.056181716851382575
nonlinear,1203,pc,9,0.049918043016634106
nonlinear,1203,pc,10,0.044664999986875654
nonlinear,1203,pc,11,0.04083585305933494
nonlinear,1203,pc,12,0.03767408239130887
nonlinear,1203,pc,13,0.03539314584039336
nonlinear,1203,pc,14,0.0333999726042992
nonlinear,1203,pc,15,0.03178652845297442
nonlinear,1203,pc,16,0.030175249951689936
nonlinear,1203,pc,17,0.02887756229773265
nonlinear,1203,pc,18,0.027894468043191855
nonlinear,1203,pc,19,0.02666525487357367
nonlinear,1203,pc,20,0.02569931234098269
nonlinear,1203,pc,21,0.024877925078523818
nonlinear,1203,pc,22,0.023843302231787784
nonlinear,1203,pc,23,0.023469831475121262
nonlinear,1203,pc,24,0.022652516013493485
nonlinear,1203,pc,25,0.022061199027747117
nonlinear,1203,pc,26,0.021755845576896842
nonlinear,1203,pc,27,0.021229006617162125
nonlinear,1203,pc,28,0.020725348539549625
nonlinear,1203,pc,29,0.02020758546788733
nonlinear,1203,pc,30,0.019964781797654874
nonlinear,1203,pc,31,0.0196407836994175
nonlinear,1203,pc,32,0.01912538724971889
nonlinear,1203,pc,33,0.01875896176202468
nonlinear,1203,pc,34,0.0183556734133231
nonlinear,1203,pc,35,0.01801744692413094
nonlinear,1203,pc,36,0.017909524567157723
nonlinear,1203,pc,37,0.017376582679313145
nonlinear,1203,pc,38,0.017214612291069742
nonlinear,1203,pc,39,0.016803818819918197
nonlinear,1203,pc,40,0.016534698220100747
nonlinear,1203,pc,41,0.01635163339648317
nonlinear,1203,pc,42,0.016003416801334217
nonlinear,1203,pc,43,0.015658431870256468
nonlinear,1203,pc,44,0.015589942624481207
nonlinear,1203,pc,45,0.015282810600164301
nonlinear,1203,pc,46,0.015060179684457333
nonlinear,1203,pc,47,0.014855234175891954
nonlinear,1203,pc,48,0.014743940664809815
nonlinear,1203,pc,49,0.014465339175866739
nonlinear,1203,pc,50,0.014241586408253926
nonlinear,1203,pc,51,0.014116602851531766
nonlinear,1203,pc,52,0.013980762608709734
nonlinear,1203,pc,53,0.013755727429042524
nonlinear,1203,pc,54,0.013715141982174689
nonlinear,1203,pc,55,0.013398960758510811
nonlinear,1203,pc,56,0.013435222236739203
nonlinear,1203,pc,57,0.013197646211502633
nonlinear,1203,pc,58,0.012988322418164768
nonlinear,1203,pc,59,0.012860458335227212
nonlinear,1203,pc,60,0.012945094025162522
nonlinear,1204,pc,1,0.20798479029090386
nonlinear,1204,pc,2,0.1359920327465728
nonlinear,1204,pc,3,0.0995220159796553
nonlinear,1204,pc,4,0.07745283586429401
nonlinear,1204,pc,5,0.062391483032834316
nonlinear,1204,pc,6,0.05302369044239924
nonlinear,1204,pc,7,0.04682002319409908
nonlinear,1204,pc,8,0.041780504478734076
nonlinear,1204,pc,9,0.03800342555837069
nonlinear,1204,pc,10,0.035029044009525834
