task,seed,method,lr,eta,alpha,validation_mse,runtime_seconds,residual,test_mse,r2,noisy_input_mse,initial_test_mse
nonlinear,1313,pc,0.006,0.05,0.0,0.0068966611271124995,0.8713787270025932,0.01171761522517384,0.007365210964278684,0.9719168347707255,0.020296608299642065,0.3280913094793942
nonlinear,1313,pcalm,0.006,0.05,0.2,0.007321344450338836,0.8343389530018612,0.010323252909953628,0.007916482724716642,0.9698148643031181,0.021016618949519835,0.3280913094793942
nonlinear,1314,pc,0.006,0.05,0.0,0.011010251978347665,0.8471083119984542,0.015485917867050511,0.011055665942596915,0.9519059250172316,0.020748561701286364,0.3841226372681832
nonlinear,1314,pcalm,0.006,0.05,0.2,0.012354783299540944,0.8166863539991027,0.01353161457179517,0.012539288930776306,0.9454519062715369,0.02199383588668614,0.3841226372681832
nonlinear,1315,pc,0.006,0.05,0.0,0.011050569868287822,0.8321255349983403,0.01534124699736597,0.011134858549776172,0.959379016922868,0.02303122276301568,0.47762190508713864
nonlinear,1315,pcalm,0.006,0.05,0.2,0.010973913962835832,0.847247204001178,0.012881161637110342,0.011092404332933995,0.9595338937914146,0.02302811120732742,0.47762190508713864
nonlinear,1316,pc,0.006,0.05,0.0,0.011906221880726457,0.8583379420015262,0.014919763284051665,0.011226951052967005,0.9444608507126552,0.019143270239777258,0.31775612984431917
nonlinear,1316,pcalm,0.006,0.05,0.2,0.010631296314932323,0.8345099069993012,0.011729183340124282,0.010292436917621437,0.9490838440640313,0.018199197137848188,0.31775612984431917
nonlinear,1317,pc,0.006,0.05,0.0,0.006866809468389453,0.81551024899818,0.011278071240316982,0.006841050176520353,0.9774180975493607,0.020252569737371665,0.44729981220122
nonlinear,1317,pcalm,0.006,0.05,0.2,0.007064922045711828,0.8611624580007629,0.009680516406985511,0.006978910487463655,0.9769630288079822,0.02040821946147581,0.44729981220122
nonlinear,1318,pc,0.006,0.05,0.0,0.009572202782212552,0.8494158489993424,0.013831128765073855,0.0096306042532191,0.9706041937858149,0.02571121911809528,0.3917449465042216
nonlinear,1318,pcalm,0.006,0.05,0.2,0.010965248229443786,0.8845693559997017,0.011793737234145946,0.011006316559785618,0.9664050624221955,0.026734372649366473,0.3917449465042216
nonlinear,1319,pc,0.006,0.05,0.0,0.012493830537440817,0.8945387589992606,0.014520881987932438,0.012930429983811343,0.9377852236953411,0.023033646392476945,0.36328194829508825
nonlinear,1319,pcalm,0.006,0.05,0.2,0.013380875999449876,0.8343345870016492,0.012596414630442825,0.013998092206620771,0.9326481658833282,0.023995929052831395,0.36328194829508825
linear,1300,pc,0.003,0.05,0.0,0.4877933023053162,0.9248686940009065,0.0861429684926856,0.4695535574867475,0.5025809534527885,0.49359249237866026,1.200270631665706
linear,1300,pcalm,0.003,0.05,0.2,0.4927731897272509,1.0467503720028617,0.07042506059106525,0.47444968618058314,0.49739426574096357,0.49912772097027275,1.200270631665706
linear,1301,pc,0.003,0.05,0.0,0.5192556133435455,0.8412925299999188,0.08999404793305162,0.5539049023747578,0.46920975401103215,0.5729549815257374,1.5055198716216889
linear,1301,pcalm,0.003,0.05,0.2,0.5315272452262094,0.8569782439990377,0.0738213861986413,0.5717850020274876,0.4520757975280858,0.5920684171511732,1.5055198716216889
linear,1302,pc,0.003,0.05,0.0,0.5567704923877025,0.9080039479995321,0.09448167219621102,0.5378492872733623,0.4500505896844782,0.5635820046337048,1.2901606177320233
linear,1302,pcalm,0.003,0.05,0.2,0.564657390894601,0.8944176260010863,0.07562983549879372,0.5444148287269638,0.44333734168685635,0.5699579886593192,1.2901606177320233
linear,1303,pc,0.003,0.05,0.0,0.5793679614365308,1.080173709000519,0.09664905643589859,0.5850635946325645,0.4172976565274852,0.6096297937514342,1.2812708918272089
linear,1303,pcalm,0.003,0.05,0.2,0.584589832787107,0.8952497149984993,0.07781569086685819,0.5901588765433305,0.41222293860400694,0.6156976639815867,1.2812708918272089
linear,1304,pc,0.003,0.05,0.0,0.4933461370644516,0.8865393429987307,0.08888155791129092,0.5054925358154753,0.5085765128866564,0.5304601974647353,1.410811242029613
linear,1304,pcalm,0.003,0.05,0.2,0.5017443780694933,0.8770825339997828,0.0715204883895685,0.5143750545331662,0.4999412156007026,0.539357350191222,1.410811242029613
