seed,graph,method,epoch,validation_mse,residual
3100,forward,alm,8,0.5004382769382147,0.008305336942781719
3100,forward,alm,9,0.5007236471920287,0.008625474990883016
3100,forward,alm,10,0.5011790516227157,0.008940550885112206
3100,forward,alm,11,0.5017060260918065,0.00915683983299675
3100,forward,alm,12,0.5021071023903104,0.009238166721325622
3100,forward,alm,13,0.5027503746960011,0.009458906197246571
3100,forward,alm,14,0.5037401022994368,0.009655889862559264
3100,forward,alm,15,0.5048047135628988,0.009701092509074109
3100,forward,alm,16,0.5055208250398124,0.009638238310037373
3100,forward,alm,17,0.5062894297099261,0.00971208791825738
3100,forward,alm,18,0.5069932697394499,0.009837627949676603
3100,forward,alm,19,0.5082594254085929,0.009937972235242025
3100,forward,alm,20,0.5094599381578668,0.009862592134112466
3100,full,bp,1,0.5013087832484653,0.0
3100,full,bp,2,0.50131563634997,0.0
3100,full,bp,3,0.5014000994604249,0.0
3100,full,bp,4,0.501664068014781,0.0
3100,full,bp,5,0.5019211259181395,0.0
3100,full,bp,6,0.5023418851702517,0.0
3100,full,bp,7,0.5029567170322758,0.0
3100,full,bp,8,0.5038127622831372,0.0
3100,full,bp,9,0.5049259904119571,0.0
3100,full,bp,10,0.5067754360326031,0.0
3100,full,bp,11,0.508255444992308,0.0
3100,full,bp,12,0.5094087098760808,0.0
3100,full,bp,13,0.5110137635282073,0.0
3100,full,bp,14,0.5139877773020141,0.0
3100,full,bp,15,0.5170784821130744,0.0
3100,full,bp,16,0.5190730701718913,0.0
3100,full,bp,17,0.5206931158165922,0.0
3100,full,bp,18,0.5219773001929745,0.0
3100,full,bp,19,0.5238405409505013,0.0
3100,full,bp,20,0.5239727802583968,0.0
3100,full,pc,1,0.5013724391722947,0.0063535736770343985
3100,full,pc,2,0.5015121686846539,0.00683740901078365
3100,full,pc,3,0.5017660035751725,0.007233991198175383
3100,full,pc,4,0.5022754884195715,0.007655210186812962
3100,full,pc,5,0.5027836593128003,0.008091117308516232
3100,full,pc,6,0.5035528197042165,0.008522882109226101
3100,full,pc,7,0.5046641493528115,0.00888843179718016
3100,full,pc,8,0.5060284217427877,0.009193700475568037
3100,full,pc,9,0.5074153881772823,0.009449872482807119
3100,full,pc,10,0.5096862668647985,0.009985125183664942
3100,full,pc,11,0.5109174373800757,0.010103286026770584
3100,full,pc,12,0.5120798665176448,0.010044409530151538
3100,full,pc,13,0.5139494231997754,0.010312354465559713
3100,full,pc,14,0.5166094369044126,0.010623307951347397
3100,full,pc,15,0.5197157657186156,0.010425903172183858
3100,full,pc,16,0.5221744600614995,0.010357990949656427
3100,full,pc,17,0.5240501583936792,0.010354368720693627
3100,full,pc,18,0.5256785207356663,0.01057921622832876
3100,full,pc,19,0.5278264168505391,0.010767233473199163
3100,full,pc,20,0.5295990302749536,0.010632409796019166
3100,full,alm,1,0.5013766405577786,0.0055754238582908415
3100,full,alm,2,0.501527272160224,0.00598710292759412
3100,full,alm,3,0.5017965043887426,0.006322006246755753
3100,full,alm,4,0.5023326193911599,0.006680714401998714
3100,full,alm,5,0.5028795019228143,0.007039345653414206
3100,full,alm,6,0.5037018917163029,0.007394978084105304
3100,full,alm,7,0.5048813329281916,0.007692968264102344
3100,full,alm,8,0.5063232281730818,0.00793199096574529
3100,full,alm,9,0.5078215838911645,0.008122099069231522
3100,full,alm,10,0.5102820157127425,0.00855520464459683
3100,full,alm,11,0.5116200762222551,0.008625950670303738
3100,full,alm,12,0.5129871261739422,0.008537593493162665
3100,full,alm,13,0.515149460852676,0.008745769905807067
3100,full,alm,14,0.5182141006621048,0.008968177355635027
3100,full,alm,15,0.5217171035220131,0.008718411673873673
3100,full,alm,16,0.5244407076643275,0.008635529775078771
3100,full,alm,17,0.5264001953329712,0.008558419183872623
3100,full,alm,18,0.5280120927150367,0.008717284696263155
3100,full,alm,19,0.5301369795794588,0.008820132244352942
3100,full,alm,20,0.5318357550119676,0.008669431926621568
3101,forward,bp,1,0.5000391395368385,0.0
3101,forward,bp,2,0.5000525533458784,0.0
3101,forward,bp,3,0.5000604388001126,0.0
3101,forward,bp,4,0.5000808166850276,0.0
3101,forward,bp,5,0.5001431652768119,0.0
3101,forward,bp,6,0.5001899701813858,0.0
3101,forward,bp,7,0.5002552264050755,0.0
3101,forward,bp,8,0.5004679317323991,0.0
3101,forward,bp,9,0.5008293047772476,0.0
3101,forward,bp,10,0.5013292472606461,0.0
3101,forward,bp,11,0.502158750570239,0.0
3101,forward,bp,12,0.5034743954241463,0.0
3101,forward,bp,13,0.50481706806081,0.0
3101,forward,bp,14,0.5053218179141619,0.0
3101,forward,bp,15,0.506499536276988,0.0
3101,forward,bp,16,0.5080859144394096,0.0
3101,forward,bp,17,0.5102928639198265,0.0
3101,forward,bp,18,0.5117753848434887,0.0
3101,forward,bp,19,0.514309657100977,0.0
3101,forward,bp,20,0.5167972354647008,0.0
3101,forward,pc,1,0.5000673919963534,0.005752151760753516
3101,forward,pc,2,0.5001004783516144,0.006269230305412085
3101,forward,pc,3,0.5001335302645632,0.00680580028417164
3101,forward,pc,4,0.500185323258019,0.007123410020985061
3101,forward,pc,5,0.5003007298568549,0.007712866444151398
3101,forward,pc,6,0.5004013891604577,0.008041364891769428
3101,forward,pc,7,0.5005206047777668,0.008517406783901225
3101,forward,pc,8,0.5008153466930254,0.008928144576860614
3101,forward,pc,9,0.5012761692989811,0.009311616101758088
3101,forward,pc,10,0.5018188819656433,0.00967174917286028
3101,forward,pc,11,0.5026946169793456,0.00999705619284179
3101,forward,pc,12,0.5039649471247689,0.010371266721547192
3101,forward,pc,13,0.5053595330075246,0.010607799430264754
3101,forward,pc,14,0.5064670914934754,0.010606832385848426
3101,forward,pc,15,0.5078461902057005,0.010965474911996977
3101,forward,pc,16,0.5095442930195238,0.011105495064554723
3101,forward,pc,17,0.5121876759651708,0.011153696840249343
3101,forward,pc,18,0.5142644680575634,0.011019591126874999
3101,forward,pc,19,0.517019832379982,0.011400187617005798
3101,forward,pc,20,0.5204749483645306,0.011419147203738057
3101,forward,alm,1,0.500064738213306,0.005057751814809789
3101,forward,alm,2,0.5000962009399708,0.005509986752953525
3101,forward,alm,3,0.5001268105724033,0.005978863281939098
3101,forward,alm,4,0.5001763926067451,0.00625373492562283
3101,forward,alm,5,0.5002908608519213,0.0067669940024066965
3101,forward,alm,6,0.5003929585348861,0.007050282278780395
3101,forward,alm,7,0.5005183558498053,0.007462273865943043
3101,forward,alm,8,0.5008434565875681,0.007812135767587065
3101,forward,alm,9,0.501372242205947,0.008136595675410075
3101,forward,alm,10,0.5019919416871501,0.008441228435965856
3101,forward,alm,11,0.5030045208606291,0.008716260955946445
3101,forward,alm,12,0.5044919174220336,0.009037341338576843
3101,forward,alm,13,0.5060958454171314,0.009226151846107108
3101,forward,alm,14,0.5073486751414698,0.009186429721986975
3101,forward,alm,15,0.5089184782442008,0.009500770986514319
3101,forward,alm,16,0.5108616918683528,0.00959714325201685
3101,forward,alm,17,0.5138921343850893,0.009618648860794232
3101,forward,alm,18,0.5163657066668665,0.009459282439133727
3101,forward,alm,19,0.5196608579275754,0.009784305120037815
3101,forward,alm,20,0.5238219538221358,0.009773335064277631
3101,full,bp,1,0.5000025307756136,0.0
3101,full,bp,2,0.4999878438394325,0.0
3101,full,bp,3,0.4999477943509397,0.0
3101,full,bp,4,0.4999096269659577,0.0
3101,full,bp,5,0.49986816724216176,0.0
3101,full,bp,6,0.49987366555331547,0.0
3101,full,bp,7,0.4997753991968063,0.0
3101,full,bp,8,0.4998185945054759,0.0
3101,full,bp,9,0.4999298653255773,0.0
3101,full,bp,10,0.5000456880600639,0.0
3101,full,bp,11,0.5005213700368467,0.0
3101,full,bp,12,0.501393209662687,0.0
3101,full,bp,13,0.5025666390823662,0.0
3101,full,bp,14,0.5031291160334702,0.0
3101,full,bp,15,0.5043862644339967,0.0
3101,full,bp,16,0.5059690876510066,0.0
3101,full,bp,17,0.5089905658152647,0.0
3101,full,bp,18,0.510320001562702,0.0
3101,full,bp,19,0.5123557378363112,0.0
3101,full,bp,20,0.5143517940653055,0.0
3101,full,pc,1,0.5000201648602531,0.005742544742201904
3101,full,pc,2,0.5000441449541165,0.006231781005301094
3101,full,pc,3,0.49996751816609664,0.006754850589317572
3101,full,pc,4,0.49987936662195065,0.007053469755874926
3101,full,pc,5,0.49976854279594035,0.007607228367814045
3101,full,pc,6,0.4997437341622643,0.007955324798607841
3101,full,pc,7,0.4995644043505919,0.008409493167816862
3101,full,pc,8,0.4996014963979737,0.008755855844582877
3101,full,pc,9,0.49979613965861586,0.00907096315274658
3101,full,pc,10,0.4999813377635879,0.00942037384194422
3101,full,pc,11,0.5007275852901908,0.009759826899461076
3101,full,pc,12,0.5020589710293317,0.010095193999589984
3101,full,pc,13,0.503533868665422,0.01024627408448732
3101,full,pc,14,0.5046414151885485,0.010119681572607004
3101,full,pc,15,0.5069423896848236,0.010525127418584641
3101,full,pc,16,0.5091165671547744,0.01072207324433064
3101,full,pc,17,0.5140213295070025,0.01062876911079235
3101,full,pc,18,0.5168757656063934,0.010369099377114933
3101,full,pc,19,0.5205827728023229,0.010926154585894207
3101,full,pc,20,0.5271911218262731,0.010789561168624243
3101,full,alm,1,0.5000223415712441,0.005044607963675757
3101,full,alm,2,0.5000383488877176,0.005463840849860699
3101,full,alm,3,0.4999533846086326,0.005910965695518455
3101,full,alm,4,0.4998547028240982,0.006164017251374448
3101,full,alm,5,0.49973302674664916,0.006631317995514753
3101,full,alm,6,0.49969659592595894,0.006929304386203208
3101,full,alm,7,0.499504767714804,0.007308106832312944
3101,full,alm,8,0.49952877696668696,0.0075895966565623346
3101,full,alm,9,0.4997159869938521,0.007840411340946232
3101,full,alm,10,0.4998963818016826,0.008120163906745153
3101,full,alm,11,0.5007256516586847,0.008394703052864686
3101,full,alm,12,0.5022262530314263,0.00865684041325441
3101,full,alm,13,0.5038333013047662,0.008745359339084529
3101,full,alm,14,0.5050552439803806,0.00858548059591887
3101,full,alm,15,0.5076930800420463,0.008914080932406471
3101,full,alm,16,0.5102326541670781,0.0090488300558384
3101,full,alm,17,0.5159562124880428,0.008922065351053998
3101,full,alm,18,0.5193587839116116,0.008615873821375662
3101,full,alm,19,0.5238909150639142,0.009074204787280571
3101,full,alm,20,0.5319618401131934,0.008890265622473161
3102,forward,bp,1,0.4999911282887848,0.0
3102,forward,bp,2,0.49998286603989267,0.0
3102,forward,bp,3,0.49997404811698576,0.0
3102,forward,bp,4,0.49995915774998856,0.0
3102,forward,bp,5,0.4999440813910765,0.0
3102,forward,bp,6,0.49992522055172445,0.0
3102,forward,bp,7,0.49990083408329666,0.0
3102,forward,bp,8,0.49989026798630737,0.0
3102,forward,bp,9,0.49985408861511577,0.0
3102,forward,bp,10,0.4998009899994652,0.0
3102,forward,bp,11,0.49978398116268874,0.0
3102,forward,bp,12,0.4998265644492821,0.0
3102,forward,bp,13,0.500131265752219,0.0
3102,forward,bp,14,0.5006693944623828,0.0
3102,forward,bp,15,0.5011688225537361,0.0
3102,forward,bp,16,0.5018006241550835,0.0
3102,forward,bp,17,0.5020392890196818,0.0
3102,forward,bp,18,0.5022136732969712,0.0
3102,forward,bp,19,0.502304667149552,0.0
3102,forward,bp,20,0.5031404289215232,0.0
3102,forward,pc,1,0.49999037429427157,0.005910009801657032
3102,forward,pc,2,0.4999832352599638,0.006396510195037131
3102,forward,pc,3,0.49997425927971384,0.006843677753300132
3102,forward,pc,4,0.499965431213387,0.007337203143815695
3102,forward,pc,5,0.49996224440705583,0.0077867499167319785
3102,forward,pc,6,0.4999547534828802,0.008248907241976822
3102,forward,pc,7,0.49996230067269376,0.008701964330079883
3102,forward,pc,8,0.500006676651253,0.00909447560347692
3102,forward,pc,9,0.5000345357898516,0.00947974116613506
3102,forward,pc,10,0.5000647880575397,0.009833755866169372
3102,forward,pc,11,0.5001675486961447,0.01017082598120031
3102,forward,pc,12,0.5003249301765869,0.010465773713533678
3102,forward,pc,13,0.5007404709806562,0.01070397333149448
3102,forward,pc,14,0.5012572079692824,0.010974342222666026
3102,forward,pc,15,0.5018518926033813,0.011110981015288443
3102,forward,pc,16,0.5024057054556006,0.01127715478817841
3102,forward,pc,17,0.5033750205335097,0.011345340099502773
3102,forward,pc,18,0.5041657989308083,0.01139396904649269
3102,forward,pc,19,0.505018510855095,0.011469017545632862
3102,forward,pc,20,0.5064800334895816,0.011478705253216342
3102,forward,alm,1,0.49998964423686226,0.005196752081626355
3102,forward,alm,2,0.4999823362310455,0.005622332930367727
3102,forward,alm,3,0.4999740430803067,0.006013413730424183
3102,forward,alm,4,0.49996636118128196,0.006442743975034241
3102,forward,alm,5,0.4999668294309402,0.006834067963304784
3102,forward,alm,6,0.499965854585961,0.007234895073226677
3102,forward,alm,7,0.49998511553810043,0.007625843356009127
3102,forward,alm,8,0.5000527942186297,0.007964200399152578
3102,forward,alm,9,0.5001150492026117,0.008292417515152917
3102,forward,alm,10,0.5001943218192435,0.008593134981642837
3102,forward,alm,11,0.5003724102051497,0.008871982812171542
3102,forward,alm,12,0.5006518707397658,0.009123906975343675
3102,forward,alm,13,0.5012257588803392,0.009312675767944539
3102,forward,alm,14,0.501955448725638,0.009540636647013573
3102,forward,alm,15,0.5027783004148731,0.009638405045124771
3102,forward,alm,16,0.5035381827299205,0.00975615709385585
3102,forward,alm,17,0.5047786383284831,0.00978546586891494
3102,forward,alm,18,0.5058726554046786,0.00982033033055688
3102,forward,alm,19,0.506971401375116,0.009839177183486278
3102,forward,alm,20,0.5087818131056436,0.009829946362234618
3102,full,bp,1,0.5016045023299968,0.0
3102,full,bp,2,0.5021638963689641,0.0
3102,full,bp,3,0.5028799953907158,0.0
3102,full,bp,4,0.5036107305516825,0.0
3102,full,bp,5,0.5044337592582572,0.0
3102,full,bp,6,0.5055435320174484,0.0
3102,full,bp,7,0.5067229501698423,0.0
3102,full,bp,8,0.5080751770785301,0.0
3102,full,bp,9,0.5090564723429163,0.0
3102,full,bp,10,0.5102950553375312,0.0
3102,full,bp,11,0.511604522216893,0.0
3102,full,bp,12,0.5133313097427437,0.0
3102,full,bp,13,0.5155286614316832,0.0
3102,full,bp,14,0.5178353190219829,0.0
3102,full,bp,15,0.5198682272282482,0.0
3102,full,bp,16,0.5218612602293999,0.0
3102,full,bp,17,0.5251395137822752,0.0
3102,full,bp,18,0.5264289587797565,0.0
3102,full,bp,19,0.5260907848223537,0.0
3102,full,bp,20,0.5264973218965532,0.0
3102,full,pc,1,0.5016095027434638,0.005911924237202827
3102,full,pc,2,0.5023932309409034,0.006346581127739952
3102,full,pc,3,0.5034807774360359,0.0067699103784331595
3102,full,pc,4,0.5047855494982654,0.007194236242020214
3102,full,pc,5,0.5064175486047386,0.007643700501317041
3102,full,pc,6,0.5086772201999433,0.00815763718097004
3102,full,pc,7,0.5112042029092279,0.008543679557462729
3102,full,pc,8,0.5142366852568385,0.008911107079855995
3102,full,pc,9,0.5167126055436344,0.009140846386690112
3102,full,pc,10,0.519675995176693,0.009430639040905915
3102,full,pc,11,0.5224981637807737,0.009618814206121411
3102,full,pc,12,0.5260403306936317,0.009901094886597487
3102,full,pc,13,0.5302213282941692,0.010095762769309548
3102,full,pc,14,0.5344755342590413,0.010280049613950572
3102,full,pc,15,0.538182922286448,0.01033246095526507
3102,full,pc,16,0.540939034365733,0.010409359234034058
3102,full,pc,17,0.544673664647057,0.010782600074036726
3102,full,pc,18,0.5436860827891432,0.010411865361589633
3102,full,pc,19,0.5415920183292955,0.010429601743758761
3102,full,pc,20,0.5409755768666931,0.010471471223832327
3102,full,alm,1,0.5016100808821253,0.005191168074838427
3102,full,alm,2,0.5024043561621196,0.00556119245572591
3102,full,alm,3,0.5035136399128302,0.005920882004246483
3102,full,alm,4,0.5048607615650186,0.006277853133295876
3102,full,alm,5,0.506551804327981,0.006656739550735058
3102,full,alm,6,0.5089000390625806,0.007087056868311644
3102,full,alm,7,0.511549773203452,0.007404947140556395
3102,full,alm,8,0.5147556367450195,0.007706585518310731
3102,full,alm,9,0.5174151636134791,0.007882648658743253
3102,full,alm,10,0.520595550801288,0.00810766132406231
3102,full,alm,11,0.5236284573329757,0.008236155915895951
3102,full,alm,12,0.5274372383321478,0.00845044417317652
3102,full,alm,13,0.5319298504214938,0.008585538146512852
3102,full,alm,14,0.5365751930967584,0.008708203132740778
3102,full,alm,15,0.5406008063734307,0.008712334178364731
3102,full,alm,16,0.5434535227258057,0.008740735142218821
3102,full,alm,17,0.5472750426761077,0.008998416039334788
3102,full,alm,18,0.5459291441938394,0.0086568448699408
3102,full,alm,19,0.5434173966551226,0.008607931016775962
3102,full,alm,20,0.5426415378076509,0.008590370052172173
3103,forward,bp,1,0.5000432567523798,0.0
3103,forward,bp,2,0.49997222600563296,0.0
3103,forward,bp,3,0.4998913815078657,0.0
3103,forward,bp,4,0.4998275034880316,0.0
3103,forward,bp,5,0.4997214276578241,0.0
3103,forward,bp,6,0.4996068581089809,0.0
3103,forward,bp,7,0.4994215109329524,0.0
3103,forward,bp,8,0.499194279208615,0.0
3103,forward,bp,9,0.49890670712875007,0.0
3103,forward,bp,10,0.4985590707480996,0.0
3103,forward,bp,11,0.4981792796381986,0.0
3103,forward,bp,12,0.49757798056261915,0.0
3103,forward,bp,13,0.4968941302443943,0.0
3103,forward,bp,14,0.49630472259590974,0.0
3103,forward,bp,15,0.49551520665326865,0.0
3103,forward,bp,16,0.49447919523182454,0.0
3103,forward,bp,17,0.4934282232070564,0.0
3103,forward,bp,18,0.49241772888436913,0.0
3103,forward,bp,19,0.4918623607369595,0.0
3103,forward,bp,20,0.49107544852627594,0.0
3103,forward,pc,1,0.5000865090998627,0.00621072600838798
3103,forward,pc,2,0.500030083765217,0.006671760955395265
3103,forward,pc,3,0.499933262065042,0.007155557957726138
3103,forward,pc,4,0.4998417496897511,0.007619887650662505
3103,forward,pc,5,0.49968723299338813,0.008073071794478099
3103,forward,pc,6,0.49949967518824895,0.008504376391750086
3103,forward,pc,7,0.4992144098911337,0.008917360934038502
3103,forward,pc,8,0.4988881843849704,0.0093158162816218
3103,forward,pc,9,0.4985293481996837,0.009687745817108833
3103,forward,pc,10,0.49813573568203207,0.010013263687832875
3103,forward,pc,11,0.49769240106618373,0.01032531136073273
3103,forward,pc,12,0.4971458544801143,0.01067183849794915
3103,forward,pc,13,0.49656115481654284,0.010891136435218357
3103,forward,pc,14,0.4960340856053361,0.011038843631630754
3103,forward,pc,15,0.49550502640063004,0.011267593474325172
3103,forward,pc,16,0.49492740474985875,0.011280534811976422
3103,forward,pc,17,0.494802475991214,0.011316652735824353
3103,forward,pc,18,0.49481835904133686,0.011594399488120426
3103,forward,pc,19,0.4956900905502412,0.011488118201658107
3103,forward,pc,20,0.4965785016276863,0.011420555386414162
3103,forward,alm,1,0.5000842411039537,0.005457822801692489
3103,forward,alm,2,0.5000270224290546,0.005859546880455443
3103,forward,alm,3,0.49992616782395277,0.006279430493787923
3103,forward,alm,4,0.49982659431313736,0.006681901799477676
3103,forward,alm,5,0.49965682824465707,0.007074044093681509
3103,forward,alm,6,0.4994491583701799,0.007445414555330225
3103,forward,alm,7,0.49913068053402865,0.007796698420381032
3103,forward,alm,8,0.4987668076434371,0.008135846742262984
3103,forward,alm,9,0.4983712429036644,0.00845124579801992
3103,forward,alm,10,0.49793790347528977,0.008720419544746201
3103,forward,alm,11,0.4974476210745783,0.00897587863443818
3103,forward,alm,12,0.4968689482153237,0.009265996009590431
3103,forward,alm,13,0.4962545039376544,0.009432281480147629
3103,forward,alm,14,0.4957243116980073,0.009540273574491432
3103,forward,alm,15,0.4952323893730742,0.009710928889823632
3103,forward,alm,16,0.4947488635168567,0.009690754990581259
3103,forward,alm,17,0.4948355881666005,0.009699489841695625
3103,forward,alm,18,0.4951302575844895,0.009905990941210722
3103,forward,alm,19,0.4964173028189789,0.009789047039519508
3103,forward,alm,20,0.49775351253497846,0.009689016318690612
3103,full,bp,1,0.49994838477668685,0.0
3103,full,bp,2,0.49954765419706343,0.0
3103,full,bp,3,0.4991555297450253,0.0
3103,full,bp,4,0.4988776502246673,0.0
3103,full,bp,5,0.4984736394373089,0.0
3103,full,bp,6,0.4980895649758247,0.0
3103,full,bp,7,0.4975368355738643,0.0
3103,full,bp,8,0.49689963700409506,0.0
3103,full,bp,9,0.49614341155456143,0.0
3103,full,bp,10,0.49527472561958974,0.0
3103,full,bp,11,0.4944365090980669,0.0
3103,full,bp,12,0.49284766802333896,0.0
3103,full,bp,13,0.49130693424734634,0.0
3103,full,bp,14,0.49015439366641256,0.0
3103,full,bp,15,0.48879949746212337,0.0
3103,full,bp,16,0.4870593333479355,0.0
3103,full,bp,17,0.4852419789233627,0.0
3103,full,bp,18,0.4837913285550485,0.0
3103,full,bp,19,0.48351695935424754,0.0
3103,full,bp,20,0.48239546429879127,0.0
3103,full,pc,1,0.5002153661490815,0.006195904760071355
3103,full,pc,2,0.49979236923553755,0.0066407771978716475
3103,full,pc,3,0.4992982108054619,0.007107090670283758
3103,full,pc,4,0.4989281329886864,0.00752301871882056
3103,full,pc,5,0.49837949788548386,0.007958268987374943
3103,full,pc,6,0.49783038160488957,0.008346711348455424
3103,full,pc,7,0.49708361801805356,0.008718694649540339
3103,full,pc,8,0.49633865333548466,0.009075849112549663
3103,full,pc,9,0.4954339159373537,0.009413765164447715
3103,full,pc,10,0.49449355666479194,0.009680285674552126
3103,full,pc,11,0.4936803534597137,0.009929145517103615
3103,full,pc,12,0.49248011007719994,0.010299130645572531
3103,full,pc,13,0.49120129890685643,0.010408280429918195
3103,full,pc,14,0.4905539713007788,0.010414336013762838
3103,full,pc,15,0.48990370910120795,0.010562489075375978
3103,full,pc,16,0.4891528394189097,0.010683330497110231
3103,full,pc,17,0.48857682118064205,0.01068715252194169
3103,full,pc,18,0.48787899813628244,0.010740694604480114
3103,full,pc,19,0.4885680413434618,0.010536236397917878
3103,full,pc,20,0.4890259927533909,0.010598015540758362
3103,full,alm,1,0.5002239738070893,0.005432328298854378
3103,full,alm,2,0.4997952301662236,0.005810764919900068
3103,full,alm,3,0.4992868728840184,0.006205807253431644
3103,full,alm,4,0.4988991949798519,0.006554110411847846
3103,full,alm,5,0.498323126512708,0.006915219814422612
3103,full,alm,6,0.49774812231523347,0.007232519524841348
3103,full,alm,7,0.4969704485787888,0.007532392563072222
3103,full,alm,8,0.496193169735783,0.007815130334197439
3103,full,alm,9,0.49527432155653667,0.008076906228818645
3103,full,alm,10,0.49432484408810057,0.008272303311968853
3103,full,alm,11,0.49351489186652586,0.008449367669534795
3103,full,alm,12,0.49235345923504387,0.008733572811157603
3103,full,alm,13,0.4911068871583779,0.008775999742822728
3103,full,alm,14,0.49055571709891116,0.008721443154670787
3103,full,alm,15,0.49009015591733124,0.008800871832919624
3103,full,alm,16,0.4895418915449705,0.008840408943297762
3103,full,alm,17,0.48915756978429703,0.008776430018791173
3103,full,alm,18,0.4887603544516284,0.008776680361718161
3103,full,alm,19,0.4900194059611148,0.00854745279546607
3103,full,alm,20,0.49119524635293343,0.008515776326440239
3104,forward,bp,1,0.5000401259511197,0.0
3104,forward,bp,2,0.499991619096835,0.0
3104,forward,bp,3,0.4999125705016154,0.0
3104,forward,bp,4,0.4997786284042956,0.0
3104,forward,bp,5,0.49957257470198446,0.0
3104,forward,bp,6,0.49930085512023775,0.0
3104,forward,bp,7,0.49885427014463946,0.0
3104,forward,bp,8,0.4982366083570721,0.0
3104,forward,bp,9,0.49745155889119963,0.0
3104,forward,bp,10,0.496512286459435,0.0
3104,forward,bp,11,0.49537766308993997,0.0
3104,forward,bp,12,0.49441132530092763,0.0
3104,forward,bp,13,0.4940371064565011,0.0
3104,forward,bp,14,0.4954251389747178,0.0
3104,forward,bp,15,0.49777442613388145,0.0
3104,forward,bp,16,0.49936821509449736,0.0
3104,forward,bp,17,0.5026403126668297,0.0
3104,forward,bp,18,0.5037075970392733,0.0
3104,forward,bp,19,0.5031831744100466,0.0
3104,forward,bp,20,0.5036188961439796,0.0
3104,forward,pc,1,0.5000201979674932,0.005728506717619054
3104,forward,pc,2,0.49994095973214414,0.00654219083726595
3104,forward,pc,3,0.49980734520177666,0.006608944743108823
3104,forward,pc,4,0.4995807082539662,0.007172952748861434
3104,forward,pc,5,0.49925223319715023,0.007676384607623866
3104,forward,pc,6,0.49879902524882,0.007915089758631966
3104,forward,pc,7,0.4981218645028333,0.00858971681670856
3104,forward,pc,8,0.4972506179195073,0.008950321450102843
3104,forward,pc,9,0.4962047474372946,0.009393530328068209
3104,forward,pc,10,0.4949032753244327,0.009708011488933481
3104,forward,pc,11,0.4932268005335384,0.009987609739309447
3104,forward,pc,12,0.4915111121510317,0.0103735479006488
3104,forward,pc,13,0.48994179198272814,0.010750825277116599
3104,forward,pc,14,0.48910667736196745,0.010922949266268238
3104,forward,pc,15,0.4889971654033678,0.010945780479704558
3104,forward,pc,16,0.48907894541201324,0.010756434831123185
3104,forward,pc,17,0.49086729126606937,0.01228971140774602
3104,forward,pc,18,0.49270109113313776,0.011114177401281735
3104,forward,pc,19,0.49387632134294107,0.011042043054400156
3104,forward,pc,20,0.49537470036141285,0.011807785322996788
3104,forward,alm,1,0.5000182252519679,0.005034404567488709
3104,forward,alm,2,0.49993364399755413,0.005747424342998303
