seed,graph,method,epoch,validation_mse,residual
3104,forward,alm,3,0.49978855585788373,0.005802032290670139
3104,forward,alm,4,0.4995410099290051,0.006293423597712644
3104,forward,alm,5,0.49918162355152274,0.006730027986133695
3104,forward,alm,6,0.49869029913015217,0.006930420200542077
3104,forward,alm,7,0.4979626986779685,0.007517855208457399
3104,forward,alm,8,0.49702447998719124,0.00782175962105816
3104,forward,alm,9,0.495905737784364,0.008201378157868196
3104,forward,alm,10,0.49452502252335784,0.008461548018743588
3104,forward,alm,11,0.4927765157544024,0.008684817493361854
3104,forward,alm,12,0.4910398066880502,0.009014893425987821
3104,forward,alm,13,0.48952306231802967,0.009329867502562329
3104,forward,alm,14,0.48886711157500473,0.009453511777817081
3104,forward,alm,15,0.48901559309579185,0.009441897781183805
3104,forward,alm,16,0.4894088078257983,0.009241440293941992
3104,forward,alm,17,0.4917066589950661,0.010606644821776952
3104,forward,alm,18,0.493821278845781,0.009482840784843943
3104,forward,alm,19,0.49510388904928626,0.009434269879007948
3104,forward,alm,20,0.49672237653543505,0.01004450523619177
3104,full,bp,1,0.49890990056099044,0.0
3104,full,bp,2,0.49872261987997407,0.0
3104,full,bp,3,0.4984087778591754,0.0
3104,full,bp,4,0.49791732361319624,0.0
3104,full,bp,5,0.49726804586695283,0.0
3104,full,bp,6,0.4964821309852293,0.0
3104,full,bp,7,0.4951870250778106,0.0
3104,full,bp,8,0.4936370297811191,0.0
3104,full,bp,9,0.4923216215475094,0.0
3104,full,bp,10,0.4914632632196309,0.0
3104,full,bp,11,0.49220197297168966,0.0
3104,full,bp,12,0.49514000048187645,0.0
3104,full,bp,13,0.4985269527420728,0.0
3104,full,bp,14,0.5024401379842894,0.0
3104,full,bp,15,0.5014730930571336,0.0
3104,full,bp,16,0.4977008878167495,0.0
3104,full,bp,17,0.49864028908398883,0.0
3104,full,bp,18,0.4981718602870606,0.0
3104,full,bp,19,0.4974230125517859,0.0
3104,full,bp,20,0.4982204085297046,0.0
3104,full,pc,1,0.4987335403387669,0.005696493200826568
3104,full,pc,2,0.4984718140671506,0.0064868759438588
3104,full,pc,3,0.4981272713100723,0.006546613791059606
3104,full,pc,4,0.49761926369042736,0.007072850814755025
3104,full,pc,5,0.4970472588535958,0.007536746815460919
3104,full,pc,6,0.4963956302106891,0.007766597517598732
3104,full,pc,7,0.495458958914229,0.008384231504019304
3104,full,pc,8,0.494337846692416,0.008684108354801
3104,full,pc,9,0.49351168711173804,0.009037544804123731
3104,full,pc,10,0.49267545554198433,0.009281153947936433
3104,full,pc,11,0.4922338329678975,0.00956552079631003
3104,full,pc,12,0.4925178992440564,0.009795321119109164
3104,full,pc,13,0.4933233725059769,0.010168264806066085
3104,full,pc,14,0.49553165118286985,0.010551160478003982
3104,full,pc,15,0.49737545856289167,0.01070626127504812
3104,full,pc,16,0.49675942631018993,0.00985917718449039
3104,full,pc,17,0.4985784759920279,0.011899052394568213
3104,full,pc,18,0.49882312768803705,0.010531219634901254
3104,full,pc,19,0.49763086708876414,0.01020855940590568
3104,full,pc,20,0.49738585779342515,0.011145549637934604
3104,full,alm,1,0.49873241293485354,0.004999893746129767
3104,full,alm,2,0.4984637781392242,0.005683946701727845
3104,full,alm,3,0.49811381968885143,0.005727412088578768
3104,full,alm,4,0.49759421411541094,0.006176277645763425
3104,full,alm,5,0.49700560574340885,0.006568545696446923
3104,full,alm,6,0.49633925845474314,0.00675534517219728
3104,full,alm,7,0.4953811575943361,0.007275387952981574
3104,full,alm,8,0.4942508272155599,0.007514578636236617
3104,full,alm,9,0.4934405749265622,0.007796858917709494
3104,full,alm,10,0.4926345340392174,0.007982675700385612
3104,full,alm,11,0.4922693106051803,0.008200751140275003
3104,full,alm,12,0.49265642578104274,0.00836569117817329
3104,full,alm,13,0.4935700465924526,0.008656201676589393
3104,full,alm,14,0.4959104753995737,0.008951307981215864
3104,full,alm,15,0.49774550210346075,0.009042775634177283
3104,full,alm,16,0.4969471462970999,0.008274436453534671
3104,full,alm,17,0.49882703332106726,0.009974653020434755
3104,full,alm,18,0.4989706503679319,0.008752142041823303
3104,full,alm,19,0.49742386608009687,0.008440159617221782
3104,full,alm,20,0.49706749441329,0.00920121672769713
3105,forward,bp,1,0.49998319609162056,0.0
3105,forward,bp,2,0.4999573939472066,0.0
3105,forward,bp,3,0.49999096823146194,0.0
3105,forward,bp,4,0.49999750249394803,0.0
3105,forward,bp,5,0.5000015708750437,0.0
3105,forward,bp,6,0.49999865923963527,0.0
3105,forward,bp,7,0.499990044053274,0.0
3105,forward,bp,8,0.5000042466279866,0.0
3105,forward,bp,9,0.5000419317318869,0.0
3105,forward,bp,10,0.5000581438631255,0.0
3105,forward,bp,11,0.500132061327192,0.0
3105,forward,bp,12,0.500132220256922,0.0
3105,forward,bp,13,0.5001599006905395,0.0
3105,forward,bp,14,0.5002524027555051,0.0
3105,forward,bp,15,0.500431331603129,0.0
3105,forward,bp,16,0.5007128201197503,0.0
3105,forward,bp,17,0.5010148476879963,0.0
3105,forward,bp,18,0.5013786851999152,0.0
3105,forward,bp,19,0.5018918459994675,0.0
3105,forward,bp,20,0.5025221434333165,0.0
3105,forward,pc,1,0.4999602957308308,0.005782605312180622
3105,forward,pc,2,0.49993652052493576,0.006159194888616346
3105,forward,pc,3,0.49998689619138514,0.0066015091404164165
3105,forward,pc,4,0.5000152899417342,0.00711556028934711
3105,forward,pc,5,0.5000476130615684,0.007584249267054121
3105,forward,pc,6,0.5000847199802075,0.00798673449089592
3105,forward,pc,7,0.5001278223836623,0.008450657977213975
3105,forward,pc,8,0.5002301882831968,0.008882915398345452
3105,forward,pc,9,0.5003883880113198,0.009260360220984509
3105,forward,pc,10,0.5005192022965167,0.009535455024815153
3105,forward,pc,11,0.500875021315326,0.009947619553401581
3105,forward,pc,12,0.501159713419487,0.010179946615821429
3105,forward,pc,13,0.5016960646132148,0.01047641174559472
3105,forward,pc,14,0.502406417007816,0.010552290210231395
3105,forward,pc,15,0.5035169914635673,0.010722447069329719
3105,forward,pc,16,0.5050504805032288,0.011219873470205323
3105,forward,pc,17,0.5065203721689474,0.011071854625431412
3105,forward,pc,18,0.5079938618831379,0.011058042264095125
3105,forward,pc,19,0.5100161534209389,0.011330881941306048
3105,forward,pc,20,0.5110021522464094,0.011621151742418408
3105,forward,alm,1,0.49995971573693077,0.005082770671435255
3105,forward,alm,2,0.499936876489752,0.0054110889566901955
3105,forward,alm,3,0.4999902071586721,0.005796216559924107
3105,forward,alm,4,0.50002126984396,0.00624326548702193
3105,forward,alm,5,0.5000558120633515,0.006648945179995098
3105,forward,alm,6,0.5000973301031197,0.0069975402424490366
3105,forward,alm,7,0.5001435019464548,0.007397294252953918
3105,forward,alm,8,0.5002588800487284,0.007766979504359677
3105,forward,alm,9,0.50044449239687,0.00808491740091423
3105,forward,alm,10,0.5006046303454723,0.00830623709594673
3105,forward,alm,11,0.5010549834956314,0.00865803800991696
3105,forward,alm,12,0.5014310431163287,0.008834284449156172
3105,forward,alm,13,0.5021520020912924,0.009074601170333213
3105,forward,alm,14,0.5031250163691872,0.009099367631109951
3105,forward,alm,15,0.5045856333963331,0.00921517185586434
3105,forward,alm,16,0.5065706650550819,0.00965718293439446
3105,forward,alm,17,0.5083546719864687,0.009471223981456844
3105,forward,alm,18,0.5100189408912104,0.0094216242607815
3105,forward,alm,19,0.5123088655074253,0.00963696675548341
3105,forward,alm,20,0.5130969039293891,0.009855479713042214
3105,full,bp,1,0.5005272834750705,0.0
3105,full,bp,2,0.5003781773824881,0.0
3105,full,bp,3,0.500413117201634,0.0
3105,full,bp,4,0.5003725505836673,0.0
3105,full,bp,5,0.5003662821767139,0.0
3105,full,bp,6,0.5003779345979331,0.0
3105,full,bp,7,0.5003979569887129,0.0
3105,full,bp,8,0.5004374756634692,0.0
3105,full,bp,9,0.5005129616697668,0.0
3105,full,bp,10,0.5005707180882641,0.0
3105,full,bp,11,0.5007165488857946,0.0
3105,full,bp,12,0.5008197193536637,0.0
3105,full,bp,13,0.5010107202290519,0.0
3105,full,bp,14,0.5013410952123469,0.0
3105,full,bp,15,0.5019319902720867,0.0
3105,full,bp,16,0.5028839656821246,0.0
3105,full,bp,17,0.5041155916945941,0.0
3105,full,bp,18,0.5056125095161003,0.0
3105,full,bp,19,0.5076188557499284,0.0
3105,full,bp,20,0.5090572511326621,0.0
3105,full,pc,1,0.5005526121847226,0.005776160619117752
3105,full,pc,2,0.5005326805923067,0.006133611685045348
3105,full,pc,3,0.5006821240042001,0.006550956706936848
3105,full,pc,4,0.5007248696714455,0.007049347300218349
3105,full,pc,5,0.5008227622131745,0.0075071673323051265
3105,full,pc,6,0.5009290765958887,0.00789929396188336
3105,full,pc,7,0.5010493246212652,0.008346874032285099
3105,full,pc,8,0.5012069959350302,0.008744157130768579
3105,full,pc,9,0.501431683575237,0.00908773949636838
3105,full,pc,10,0.5016357328539482,0.009406499770574669
3105,full,pc,11,0.5019841673624065,0.009728047197267038
3105,full,pc,12,0.5021734355531066,0.009992447658586328
3105,full,pc,13,0.502494059196503,0.010265931159186335
3105,full,pc,14,0.5030477444416608,0.010477900637225536
3105,full,pc,15,0.5037175103561443,0.010616653419359863
3105,full,pc,16,0.5045224589026616,0.010742760769074804
3105,full,pc,17,0.5056351152113279,0.010816485392601912
3105,full,pc,18,0.5070409507368003,0.01085590541904491
3105,full,pc,19,0.5086587980101664,0.010892984940420822
3105,full,pc,20,0.5109417701273946,0.010955307751322804
3105,full,alm,1,0.5005562813685528,0.005069972055314833
3105,full,alm,2,0.5005361863210718,0.005372817133482956
3105,full,alm,3,0.5006926580908706,0.005726581688536833
3105,full,alm,4,0.5007358223378118,0.006148892432313632
3105,full,alm,5,0.5008364370610465,0.006534271430743337
3105,full,alm,6,0.5009498423651836,0.006861650214651742
3105,full,alm,7,0.501079927354438,0.0072345590129004505
3105,full,alm,8,0.5012487574417315,0.007559843948980476
3105,full,alm,9,0.5014883924708127,0.007835977400319546
3105,full,alm,10,0.5017095387204492,0.008084683397944381
3105,full,alm,11,0.5021003845057258,0.00833937073379178
3105,full,alm,12,0.5023157892859539,0.008532065285380716
3105,full,alm,13,0.5027034974504365,0.008737828473071259
3105,full,alm,14,0.5033866874963715,0.00887370477020404
3105,full,alm,15,0.5042283227069257,0.008950722057146877
3105,full,alm,16,0.5053174612590112,0.009035392262559996
3105,full,alm,17,0.5067975479585444,0.009034791787315553
3105,full,alm,18,0.5086239764808108,0.009007987453878463
3105,full,alm,19,0.5107551703394915,0.008992227122517233
3105,full,alm,20,0.5135993919065861,0.00899603633110806
3106,forward,bp,1,0.5003005961005348,0.0
3106,forward,bp,2,0.5003258572266955,0.0
3106,forward,bp,3,0.5004135029550874,0.0
3106,forward,bp,4,0.5005775721553202,0.0
3106,forward,bp,5,0.5007657590049819,0.0
3106,forward,bp,6,0.5009538334371311,0.0
3106,forward,bp,7,0.5012841155926627,0.0
3106,forward,bp,8,0.5017082567467712,0.0
3106,forward,bp,9,0.5022666535838105,0.0
3106,forward,bp,10,0.5030968409641803,0.0
3106,forward,bp,11,0.504125086650149,0.0
3106,forward,bp,12,0.5054013878552659,0.0
3106,forward,bp,13,0.5071706243254318,0.0
3106,forward,bp,14,0.5095340326082772,0.0
3106,forward,bp,15,0.5121615219858642,0.0
3106,forward,bp,16,0.5155367269817596,0.0
3106,forward,bp,17,0.5173367162585445,0.0
3106,forward,bp,18,0.5208353120784459,0.0
3106,forward,bp,19,0.5221169749900028,0.0
3106,forward,bp,20,0.5242283294967899,0.0
3106,forward,pc,1,0.5003315101919252,0.006535206900655672
3106,forward,pc,2,0.5004297999417564,0.006998086474744536
3106,forward,pc,3,0.5006215435060197,0.007480363694291183
3106,forward,pc,4,0.5009412441894945,0.007919475955799804
3106,forward,pc,5,0.50132050920266,0.008359255946930011
3106,forward,pc,6,0.5017618402433588,0.008720702493448612
3106,forward,pc,7,0.5024441603587343,0.009135663222057742
3106,forward,pc,8,0.5033679413193164,0.009556145075168774
3106,forward,pc,9,0.5045260697546956,0.009845302053404201
3106,forward,pc,10,0.5061255248971667,0.010205455528285216
3106,forward,pc,11,0.5080240810548713,0.01045217410191506
3106,forward,pc,12,0.5101005814339468,0.01072985382901985
3106,forward,pc,13,0.5128069357210052,0.01092014565980081
3106,forward,pc,14,0.5160653625301495,0.011122180915788094
3106,forward,pc,15,0.5195868665024935,0.011467890697545186
3106,forward,pc,16,0.523402334488889,0.011458285179316949
3106,forward,pc,17,0.5256645781224948,0.011013138608020811
3106,forward,pc,18,0.5294358596104038,0.011543141444615445
3106,forward,pc,19,0.5309703640540371,0.011565230973646198
3106,forward,pc,20,0.5319073952250616,0.011772155145785312
3106,forward,alm,1,0.5003380715175669,0.005740817781541828
3106,forward,alm,2,0.5004451586482423,0.006143552983950629
3106,forward,alm,3,0.5006512409032012,0.006562830184408655
3106,forward,alm,4,0.5009940409805955,0.006943622027322324
3106,forward,alm,5,0.501405237121794,0.007321535116844861
3106,forward,alm,6,0.5018891867407036,0.007634359361451953
3106,forward,alm,7,0.5026276590400773,0.007987718946327023
3106,forward,alm,8,0.5036306963284563,0.00835024739673391
3106,forward,alm,9,0.5048894123781857,0.00858853378613977
3106,forward,alm,10,0.5066290341618473,0.008898112801082934
3106,forward,alm,11,0.5086944835287144,0.009086869703252374
3106,forward,alm,12,0.5109443851507882,0.00931025078260947
3106,forward,alm,13,0.5138491362434694,0.009472961338221012
3106,forward,alm,14,0.5173543092335748,0.009646012707029968
3106,forward,alm,15,0.5211048281047344,0.00989178398623043
3106,forward,alm,16,0.5251918513092226,0.009863450019612962
3106,forward,alm,17,0.5275820514781734,0.009451753311860406
3106,forward,alm,18,0.5314923085856609,0.009874492223704708
3106,forward,alm,19,0.5326280783208576,0.009870042220366868
3106,forward,alm,20,0.5330366970792293,0.010085370081288271
3106,full,bp,1,0.5026523151788495,0.0
3106,full,bp,2,0.5024837540653041,0.0
3106,full,bp,3,0.5027017161754745,0.0
3106,full,bp,4,0.5030287878365337,0.0
3106,full,bp,5,0.5033105634823901,0.0
3106,full,bp,6,0.5036054254272906,0.0
3106,full,bp,7,0.5041731384571624,0.0
3106,full,bp,8,0.5048648453447302,0.0
3106,full,bp,9,0.5057807386004332,0.0
3106,full,bp,10,0.5073507856488191,0.0
3106,full,bp,11,0.5092971641594576,0.0
3106,full,bp,12,0.5119374186413754,0.0
3106,full,bp,13,0.5154096879749024,0.0
3106,full,bp,14,0.5205006184958283,0.0
3106,full,bp,15,0.5250889323529153,0.0
3106,full,bp,16,0.531115288284393,0.0
3106,full,bp,17,0.5310602835643508,0.0
3106,full,bp,18,0.5336426372928689,0.0
3106,full,bp,19,0.5304612505690568,0.0
3106,full,bp,20,0.5311748036342501,0.0
3106,full,pc,1,0.5026914608154405,0.006531421407835919
3106,full,pc,2,0.5027994771817139,0.00693339613170955
3106,full,pc,3,0.5032765172531394,0.007430010295671149
3106,full,pc,4,0.5038861056405995,0.007844490972663787
3106,full,pc,5,0.5044285019599596,0.008221213987662757
3106,full,pc,6,0.5050361363141848,0.008582750657841138
3106,full,pc,7,0.5059615492602614,0.008969059515869328
3106,full,pc,8,0.5071003270462149,0.009332206627825926
3106,full,pc,9,0.5083788652854724,0.009548244479734966
3106,full,pc,10,0.5103958059058135,0.009947669029338151
3106,full,pc,11,0.5125032389550259,0.010032191157956484
3106,full,pc,12,0.5152162608901103,0.010402823203843585
3106,full,pc,13,0.5186384064394302,0.01043578816334414
3106,full,pc,14,0.5229025491287533,0.010625602916297924
3106,full,pc,15,0.5274026972237147,0.010750930533711962
3106,full,pc,16,0.5322730522745358,0.010935846329083858
3106,full,pc,17,0.5347222918042772,0.010441792539409071
3106,full,pc,18,0.5387494794742432,0.010629225705233118
3106,full,pc,19,0.5382475227718071,0.010626786873975648
3106,full,pc,20,0.5379660428846087,0.010679993030550592
3106,full,alm,1,0.5027132041953577,0.005733536914673937
3106,full,alm,2,0.5028461666800507,0.006072560919610392
3106,full,alm,3,0.5033542807676066,0.006493375990011842
3106,full,alm,4,0.5040042185545714,0.006841107794100929
3106,full,alm,5,0.5045921565170102,0.007150838248417403
3106,full,alm,6,0.505257532356181,0.007451111567909109
3106,full,alm,7,0.5062583261352667,0.00776379604910329
3106,full,alm,8,0.5074903631755854,0.008054791771194189
3106,full,alm,9,0.5088959415977079,0.008212789036403071
3106,full,alm,10,0.5111059525469825,0.008538678873912386
3106,full,alm,11,0.5134575635506304,0.008557001074656827
3106,full,alm,12,0.516547275364829,0.008839578449815864
3106,full,alm,13,0.5204398992883177,0.008836587262278504
3106,full,alm,14,0.5252727101677799,0.008973120904361724
3106,full,alm,15,0.5301514259108802,0.008981286964659543
3106,full,alm,16,0.5352224205068253,0.009092032916721506
3106,full,alm,17,0.537461431865728,0.008611144293710552
3106,full,alm,18,0.541421602210979,0.008685962902091107
3106,full,alm,19,0.5401768579200181,0.008622854159355051
3106,full,alm,20,0.5396529533307752,0.008684973584211221
3107,forward,bp,1,0.5000088680917969,0.0
3107,forward,bp,2,0.49998659861774586,0.0
3107,forward,bp,3,0.49995442893719816,0.0
3107,forward,bp,4,0.49992533785399085,0.0
3107,forward,bp,5,0.49986439899053814,0.0
3107,forward,bp,6,0.4997641287814653,0.0
3107,forward,bp,7,0.4996157301205799,0.0
3107,forward,bp,8,0.4994403495170058,0.0
3107,forward,bp,9,0.4991484504988265,0.0
3107,forward,bp,10,0.49869241350447063,0.0
3107,forward,bp,11,0.498144839111191,0.0
3107,forward,bp,12,0.4973687271792349,0.0
3107,forward,bp,13,0.49642657821029884,0.0
3107,forward,bp,14,0.4956438771621472,0.0
3107,forward,bp,15,0.4948252973615026,0.0
3107,forward,bp,16,0.4944291157429003,0.0
3107,forward,bp,17,0.49442514410197,0.0
3107,forward,bp,18,0.49462426081555,0.0
3107,forward,bp,19,0.49554674358114364,0.0
3107,forward,bp,20,0.4957798965378828,0.0
3107,forward,pc,1,0.5000167869544333,0.005718933755028826
3107,forward,pc,2,0.49999767408034557,0.006291382565071552
3107,forward,pc,3,0.49996811071364944,0.006527492879142236
3107,forward,pc,4,0.4999415764400599,0.006962048146029043
3107,forward,pc,5,0.499892364743923,0.007448767190176833
3107,forward,pc,6,0.4997983929751905,0.007876813492478395
3107,forward,pc,7,0.4996559107834476,0.008343639595038008
3107,forward,pc,8,0.49949955582551364,0.008783191300007653
3107,forward,pc,9,0.49927326285263846,0.009272390413725228
3107,forward,pc,10,0.4989156805614837,0.009557424490418426
3107,forward,pc,11,0.4985115536777198,0.009958164303412259
3107,forward,pc,12,0.49788026677861114,0.010294055361154393
3107,forward,pc,13,0.49710820954933344,0.010627324895379731
3107,forward,pc,14,0.49638682708583803,0.010815500461953419
3107,forward,pc,15,0.4955479049318511,0.011117174137885119
3107,forward,pc,16,0.4949746007523019,0.011178027861518138
3107,forward,pc,17,0.49444464050703735,0.011208822957425476
3107,forward,pc,18,0.4941902820882135,0.011085955611294178
3107,forward,pc,19,0.49399576714759713,0.01163532015166735
3107,forward,pc,20,0.4942012446533884,0.01113947056946102
3107,forward,alm,1,0.5000174043395851,0.0050237063697594
3107,forward,alm,2,0.499997069944161,0.0055234622346205355
3107,forward,alm,3,0.4999650072372698,0.005728166215812763
3107,forward,alm,4,0.4999353293046227,0.006105556798916683
3107,forward,alm,5,0.499880982500926,0.006527844262483063
3107,forward,alm,6,0.49977682138003465,0.006896834174230858
3107,forward,alm,7,0.4996191301655564,0.007299605842623941
3107,forward,alm,8,0.4994436467578689,0.007675411074550258
3107,forward,alm,9,0.4991903211791214,0.00809207136772369
3107,forward,alm,10,0.4987961176041533,0.008329957406015663
3107,forward,alm,11,0.4983516929899364,0.008665451687426632
3107,forward,alm,12,0.49767075289054796,0.008942719649492305
3107,forward,alm,13,0.4968390065982495,0.009222005029127588
3107,forward,alm,14,0.4960686410926738,0.009351288711285743
3107,forward,alm,15,0.49521862120785964,0.009608809148746013
3107,forward,alm,16,0.4946706847781486,0.009627313132692437
3107,forward,alm,17,0.4941598750232955,0.00960933012101213
3107,forward,alm,18,0.49404806740045515,0.009468822202823728
3107,forward,alm,19,0.4940018068655515,0.009923201375774328
3107,forward,alm,20,0.4945179637030283,0.009437280485103172
3107,full,bp,1,0.5002357960339645,0.0
3107,full,bp,2,0.49981088398414164,0.0
3107,full,bp,3,0.49934627057503467,0.0
3107,full,bp,4,0.4989507447592614,0.0
3107,full,bp,5,0.49839739035480357,0.0
3107,full,bp,6,0.49777699902025707,0.0
3107,full,bp,7,0.49692576583820847,0.0
3107,full,bp,8,0.49595059293238936,0.0
3107,full,bp,9,0.4946355343680459,0.0
3107,full,bp,10,0.4930206553548193,0.0
3107,full,bp,11,0.491505407827865,0.0
3107,full,bp,12,0.4902331561423571,0.0
3107,full,bp,13,0.48963497922074317,0.0
3107,full,bp,14,0.48975494050738244,0.0
3107,full,bp,15,0.4901278111806794,0.0
3107,full,bp,16,0.48976445749114417,0.0
3107,full,bp,17,0.4891374459998924,0.0
3107,full,bp,18,0.488965575279272,0.0
3107,full,bp,19,0.4896048599240589,0.0
3107,full,bp,20,0.4889508125040579,0.0
3107,full,pc,1,0.5002551233080885,0.005702394603641352
3107,full,pc,2,0.4997874878497381,0.006249416552680452
3107,full,pc,3,0.4991690086839734,0.006479757353605678
3107,full,pc,4,0.4985860321022731,0.006858301552023782
3107,full,pc,5,0.4977755766455674,0.007329105484608265
3107,full,pc,6,0.4968488393538428,0.007678715778142847
3107,full,pc,7,0.4957982682832833,0.008182645994098217
3107,full,pc,8,0.4946941408103812,0.0085104855670347
3107,full,pc,9,0.49342193356873415,0.008904019714032976
3107,full,pc,10,0.4921707617143364,0.009131044237155151
3107,full,pc,11,0.4912504465049292,0.009580665964027457
3107,full,pc,12,0.490506805105837,0.009780150340972965
3107,full,pc,13,0.4903150477366077,0.01040463082237068
3107,full,pc,14,0.49033194879798586,0.010078535576510903
3107,full,pc,15,0.49071308357063614,0.010723711205697033
3107,full,pc,16,0.49135169619611996,0.010213033734493372
3107,full,pc,17,0.49187052487679206,0.010365463581121672
3107,full,pc,18,0.49292774187382044,0.010559433337143253
3107,full,pc,19,0.49456398818612035,0.011309652132237058
3107,full,pc,20,0.49484894773831006,0.010221959762102406
3107,full,alm,1,0.5002516847548246,0.0049973845792276005
3107,full,alm,2,0.4997857799511294,0.005464953880048351
3107,full,alm,3,0.4991683384866886,0.0056593697739612215
3107,full,alm,4,0.49858751754462627,0.005978548709878065
3107,full,alm,5,0.49777451590304955,0.006375068739532777
3107,full,alm,6,0.4968420833855436,0.006663290449777374
3107,full,alm,7,0.49578745499372545,0.007085763234852774
3107,full,alm,8,0.4946929075443014,0.0073439987869337005
3107,full,alm,9,0.49342728520021184,0.007651705406254461
3107,full,alm,10,0.49220353645372605,0.007826421011095748
3107,full,alm,11,0.49135100442432106,0.00818120185651395
3107,full,alm,12,0.49069325238098793,0.00830670854743106
3107,full,alm,13,0.4906933188884941,0.008818937041987185
3107,full,alm,14,0.4908544924218998,0.008464157908998108
3107,full,alm,15,0.49138744857266264,0.00898413283018938
3107,full,alm,16,0.49209808509200603,0.008465388478756981
3107,full,alm,17,0.4926618377635299,0.00856287260671762
3107,full,alm,18,0.49376418094174984,0.008656432580108767
3107,full,alm,19,0.495443332874702,0.009233757511575312
3107,full,alm,20,0.4957511852277583,0.008268368601849027
3108,forward,bp,1,0.5000626657686458,0.0
3108,forward,bp,2,0.5000548795452064,0.0
3108,forward,bp,3,0.5000623599725917,0.0
3108,forward,bp,4,0.500031804202026,0.0
3108,forward,bp,5,0.5000094999016523,0.0
3108,forward,bp,6,0.49999029471690387,0.0
3108,forward,bp,7,0.4999663352144076,0.0
3108,forward,bp,8,0.49992235425235776,0.0
3108,forward,bp,9,0.4997975326686807,0.0
3108,forward,bp,10,0.49965530167732647,0.0
3108,forward,bp,11,0.49947055759029985,0.0
3108,forward,bp,12,0.499172772883877,0.0
3108,forward,bp,13,0.4988222597618554,0.0
3108,forward,bp,14,0.4984440550585516,0.0
3108,forward,bp,15,0.49810149003560134,0.0
3108,forward,bp,16,0.49787001921759955,0.0
3108,forward,bp,17,0.4979029119339636,0.0
3108,forward,bp,18,0.4980059200073523,0.0
3108,forward,bp,19,0.49833852416456315,0.0
3108,forward,bp,20,0.4982312678453417,0.0
3108,forward,pc,1,0.5000747985340195,0.005360224064737577
3108,forward,pc,2,0.5000760630249882,0.005849730979453598
3108,forward,pc,3,0.5001033401527141,0.006344110655681828
3108,forward,pc,4,0.5000578227840731,0.006850118967532306
3108,forward,pc,5,0.5000369686140654,0.007385632349368145
3108,forward,pc,6,0.500056055042621,0.007826141436589695
3108,forward,pc,7,0.5000785477243403,0.008269650987067967
3108,forward,pc,8,0.5001179939381717,0.008709339455618692
3108,forward,pc,9,0.4999794203639652,0.00911938441685176
3108,forward,pc,10,0.499970658118318,0.009483225782948218
3108,forward,pc,11,0.5001239011650225,0.009874403192255583
3108,forward,pc,12,0.5003589991816711,0.010127596275763737
3108,forward,pc,13,0.5005748941760858,0.010425016113395937
3108,forward,pc,14,0.500911923380134,0.010541928971405441
3108,forward,pc,15,0.5015170677817773,0.010854275194730475
3108,forward,pc,16,0.5019074500295085,0.01088373874220108
3108,forward,pc,17,0.5022476195552438,0.01109806491746548
3108,forward,pc,18,0.5025594108625837,0.011270599135084
3108,forward,pc,19,0.5030980430763813,0.011124888589910701
3108,forward,pc,20,0.5029440243079178,0.011098552285835117
3108,forward,alm,1,0.5000742650359885,0.004709489063543325
3108,forward,alm,2,0.5000763837987627,0.005136512147660507
3108,forward,alm,3,0.5001065810650336,0.00556658801472083
3108,forward,alm,4,0.5000582462448966,0.0060050309311453455
3108,forward,alm,5,0.5000367018630969,0.006466586976082085
3108,forward,alm,6,0.5000568636878211,0.0068455401634334055
3108,forward,alm,7,0.5000768994106879,0.007223329097085016
3108,forward,alm,8,0.5001142252446238,0.007595494545352378
3108,forward,alm,9,0.499951637659598,0.007935308395579741
3108,forward,alm,10,0.4999359606338535,0.008237731124968686
3108,forward,alm,11,0.5001119128854219,0.008560887313722076
3108,forward,alm,12,0.5003934027968087,0.00876141802413312
3108,forward,alm,13,0.5006651759893407,0.008996682649159881
3108,forward,alm,14,0.5010373368731321,0.009059413776884032
3108,forward,alm,15,0.5016670883418862,0.009308571712867579
3108,forward,alm,16,0.5020412067540154,0.009306035012402918
3108,forward,alm,17,0.502273931806779,0.00947103309207439
3108,forward,alm,18,0.5025485801140702,0.009595643430612344
3108,forward,alm,19,0.5030006289838842,0.009410990949667564
3108,forward,alm,20,0.502827232720281,0.009386909625213586
3108,full,bp,1,0.4998878245453326,0.0
3108,full,bp,2,0.4997045360236759,0.0
3108,full,bp,3,0.49953836305981547,0.0
3108,full,bp,4,0.49934208962925236,0.0
3108,full,bp,5,0.4991489290996858,0.0
3108,full,bp,6,0.4989384730970585,0.0
3108,full,bp,7,0.4987433834126751,0.0
3108,full,bp,8,0.498471921364374,0.0
3108,full,bp,9,0.4980916787435097,0.0
3108,full,bp,10,0.497701423600402,0.0
3108,full,bp,11,0.49725326606602704,0.0
3108,full,bp,12,0.4968693613530843,0.0
3108,full,bp,13,0.49680460043199254,0.0
3108,full,bp,14,0.49684104584956784,0.0
3108,full,bp,15,0.4970976744771113,0.0
3108,full,bp,16,0.49726213210234615,0.0
3108,full,bp,17,0.4977584098970075,0.0
3108,full,bp,18,0.49749899283786,0.0
3108,full,bp,19,0.4969967797163032,0.0
3108,full,bp,20,0.49623622834055303,0.0
3108,full,pc,1,0.4999396714216397,0.005347809563222617
3108,full,pc,2,0.4997133656097782,0.005812269031650342
3108,full,pc,3,0.4994992035120836,0.0062936023017621835
3108,full,pc,4,0.49910168829515655,0.0067190598342228595
3108,full,pc,5,0.4987622202913429,0.007245352398597421
